;Precision;Recall;Fscore;Accuracy
0;0.0;0.0;0.0;99.05361599392361
1;0.0;0.0;0.0;99.05338993778935
2;44.03973509933775;7.942195151080855;13.457452190630375;99.03327094184029
3;50.032181935207035;27.851427206497075;35.78333589074727;99.053955078125
4;53.23599912835041;29.17711692344441;37.694800185156616;99.08718532986111
5;60.661535261077596;34.82622715872447;44.248861911987866;99.16946976273148
6;55.444170265268355;42.935626418249136;48.39469610284715;99.13341380931713
7;57.02545923300032;42.2668099844739;48.549283215584055;99.15217646846065
8;56.05423728813559;49.37298459333572;52.50190500381001;99.15455005787037
9;58.1185379350517;47.66511405708826;52.3753280839895;99.17964228877315
10;61.762734584450406;44.02245312313388;51.40506240847918;99.21230740017361
11;63.07117377271955;44.34491818941837;52.075736325385705;99.22756618923611
12;62.225454545454554;51.092798280186315;56.11227701993705;99.24361617476852
13;62.516578249336874;45.03762092439986;52.3568205484207;99.22428837528935
14;58.25986414221709;48.14284008121342;52.720376667538574;99.18280707465279
15;60.87420042643923;47.736772960707036;53.510944507664504;99.21502007378471
16;56.02229472539424;49.21772363549504;52.400025430733045;99.15375886140046
17;72.30528899799152;38.6958079541383;50.41232301229189;99.27955910011575
18;59.85586041218865;56.53887495521318;58.15010440977766;99.22982675057871
19;61.036745406824146;55.54759345515347;58.16294628900144;99.24372920283565
20;63.64406779661017;53.81583661769975;58.31877305377597;99.27198621961806
21;67.69614724691935;51.833273617580325;58.712121212121204;99.31007667824075
22;65.45425412594136;48.787770213782395;55.90529629122759;99.27164713541666
23;60.0828729281768;51.95270512361161;55.7227951066419;99.21863697193287
24;61.30141894797191;51.08085512958318;55.726384364820845;99.23186125578704
25;59.38264889855861;52.155738683864804;55.53506708208814;99.2095947265625
26;62.685065401753626;52.08407978024603;56.894977168949765;99.2531105324074
27;62.44816244816245;52.155738683864804;56.83977612911624;99.25039785879629
28;67.27031068283769;48.35781679206975;56.26737076153419;99.28860134548611
29;60.90840272520818;48.04729487638839;53.71878755508078;99.2164894386574
30;63.495575221238944;54.84294756956886;58.852931752643386;99.27424678096065
31;67.8250266727633;53.14702018392452;59.595553769921;99.31798864293981
32;63.05284319356692;52.4423742983399;57.26022038208254;99.25910101996529
33;64.2643092598142;51.224172936820736;57.008041470060476;99.26882143373842
34;61.030689056166764;50.352322942792306;55.17963484065178;99.22587076822916
35;65.24105754276827;50.1015167801266;56.67770046612173;99.27515100549769
36;57.5679012345679;55.69091126239102;56.61385297152917;99.19218840422454
37;67.05001825483752;43.867192165293204;53.03588188578442;99.26475242332175
38;59.5747389865037;55.882001672041085;57.66931657114686;99.22361020688658
39;62.29647458587003;52.549862653768066;57.00958797615964;99.24994574652779
40;66.20630861040068;46.375253791950314;54.544177553027104;99.26848234953704
41;62.95244854506742;52.96787292487758;57.53015955376832;99.25989221643519
42;64.92267668738258;53.64863250925595;58.74967303165054;99.28701895254629
43;61.99196787148594;46.08861817747522;52.870256199479385;99.22236689814815
44;65.37508846426043;44.129941478562046;52.69162210338681;99.2500587745949
45;66.50912646675359;48.73999761136988;56.25473843821076;99.28261085792825
46;60.3696906135291;54.99820852740953;57.55890256858947;99.23242639612269
47;62.71660145332588;53.600859906843425;57.80153261639512;99.25932707609954
48;65.36338546458141;50.91365102113937;57.24068479355488;99.28012424045139
49;66.59870880054366;46.81715036426609;54.98281786941581;99.2744728370949
50;71.49099807725922;48.84748596679805;58.038881793671074;99.33155201099537
51;60.79491685818576;53.708348262271585;57.03233988585923;99.23412181712963
52;63.436268068331145;46.1244476292846;53.41262706590138;99.23852991174769
53;61.3265879707701;52.11990923205542;56.34966750597198;99.23581723813658
54;64.00057853630315;52.84844141884629;57.8923268136325;99.27243833188658
55;58.69386797983351;59.7874119192643;59.23559342089694;99.22123661747685
56;64.22407695572217;54.22190373820614;58.80067348789018;99.28091543692129
57;68.00125117297466;51.928818822405354;58.88806121757973;99.31380660445602
58;61.98654644339487;51.72578526215216;56.39322916666667;99.24293800636575
59;61.9639794168096;51.773557864564665;56.41225844231895;99.24282497829861
60;63.84924483857558;55.03403797921892;59.11481719050674;99.27955910011575
61;61.601196139730874;54.1263585333811;57.62237762237763;99.24655490451389
62;63.42527660900732;48.60862295473546;55.03718728870859;99.24836335358796
63;57.197104544915156;57.565985907082286;57.38095238095238;99.19071903935185
64;62.28861330326944;52.78872566583065;57.14655116684983;99.25073694299769
65;63.8271385381469;42.86396751463036;51.286081737639336;99.22937463831019
66;67.3452361087936;48.202555834229074;56.18822219128498;99.28860134548611
67;60.37942928817811;45.99307297265018;52.21340926038912;99.20326515480325
68;63.26561324303987;50.20900513555476;55.98614995338927;99.25288447627315
69;67.29943875866623;48.692225008957365;56.50336082045596;99.29052282262731
70;64.8635861851443;49.12217843067001;55.905939921163515;99.26667390046296
71;64.42261233693026;47.77260241251643;54.86215882594979;99.25604926215279
72;64.06906906906907;50.961423623551894;56.768442759262946;99.26543059172454
73;71.62863886703383;54.36522154544369;61.81423139598046;99.36433015046296
74;68.34270592127027;49.34909829212946;57.31326721686663;99.30431224681713
75;65.1291237498134;52.10796608145228;57.895435244161355;99.28272388599537
76;67.58500435919791;46.291651737728415;54.94754749078537;99.28159360532408
77;70.4353811736362;48.883315418607424;57.71291596164693;99.32205765335648
78;67.06712719627572;53.338110593574584;59.41990420436403;99.31052879050925
79;65.3425871234495;52.84844141884629;58.435127104655;99.28848831741898
80;64.48103078024337;53.791950316493484;58.653470503971874;99.28227177372685
81;62.6829954954955;53.18284963573391;57.54345157330232;99.25729257089121
82;63.74983041649709;56.120864684103665;59.69258130081302;99.28272388599537
83;62.295081967213115;55.36844619610653;58.62788491938035;99.26045735677084
84;61.06957293118743;57.55404275647916;59.25971470732907;99.25107602719908
85;62.12432571281787;57.76901946733548;59.867566062256316;99.26701298466435
86;61.41337571830297;59.9904454795175;60.693571773803775;99.26463939525463
87;61.95358877495952;54.84294756956886;58.18181818181818;99.25390172887731
88;59.36112481499754;57.48238385286039;58.4066500819125;99.22519259982639
89;61.97147223637289;58.11537083482623;59.981510015408325;99.26610876012731
90;60.154182487630884;62.43879135315896;61.275199249882796;99.2531105324074
91;58.374792703150916;58.855846172220225;58.61433244127268;99.2134376808449
92;62.379155859467105;63.191209841156095;62.78255710471669;99.29097493489584
93;54.44843985616517;56.06114893108802;55.24302695068848;99.14030852141204
94;59.84139365574623;54.97432222620328;57.30469965764083;99.22474048755787
95;61.50486648365361;58.86778932282336;60.15744187465675;99.26203974971065
96;58.85623510722796;61.94912217843067;60.36308623298034;99.23005280671296
97;58.728121353558926;60.10987698554878;59.4109661807236;99.22270598234954
98;57.846225644615565;59.21414069031411;58.52219074598679;99.20563874421296
99;62.137424261956944;57.565985907082286;59.76441413515189;99.26644784432871
100;58.12927933155391;59.823241371073685;58.96409652736904;99.21196831597221
101;64.71467391304347;56.88522632270393;60.54789296383398;99.29843478732639
102;60.034991252186956;57.37489549743222;58.67480916030535;99.23513906973379
103;57.62989055227072;54.711572912934436;56.13282685945349;99.19071903935185
104;60.3116290853813;56.861340021497675;58.53568574414459;99.23762568721065
105;59.90502861317424;58.760300967395196;59.327143373929815;99.23751265914352
106;57.74968682382416;60.563716708467695;59.12323656290077;99.20744719328704
107;66.86186186186185;53.18284963573391;59.24299873611388;99.30747703269675
108;60.6682769726248;53.99498387674668;57.137440758293835;99.23333062065971
109;67.29430379746836;50.79421951510808;57.89151296535766;99.30069534866898
110;65.87278106508876;53.18284963573391;58.85151655322803;99.29617422598379
111;64.589352042922;56.073092081691144;60.0306866129651;99.29334852430556
112;65.52829662670754;56.14475098530992;60.474689650736465;99.30544252748842
113;59.889072456927074;60.61148931088021;60.24811539146435;99.24305103443287
114;59.37720329024677;60.34873999761137;59.85902979328319;99.2340087890625
115;60.794285022399805;59.96655917831124;60.37758537758538;99.25514503761575
116;59.24311926605505;61.69831601576495;60.445796524893225;99.23581723813658
117;60.89287941139793;58.318404395079426;59.577842850170825;99.25107602719908
118;59.56582307870908;61.280305744655436;60.41090245481839;99.23988624855325
119;62.45586504511573;57.0404872805446;59.625468164794015;99.26893446180556
120;61.39420589756854;56.69413591305387;58.95063644830798;99.25277144820602
121;61.900464156781844;57.339066045622836;59.53251906503812;99.2622658058449
122;62.29797636832812;54.783231816553204;58.29944077275038;99.25830982349537
123;62.726098191214476;57.98399617819181;60.261900328926956;99.27628128616898
124;66.729205753596;50.973366774155025;57.7967364073397;99.29549605758102
