name,H1S1V1,H1S2V1,H1S3V1,H2S1V1,H2S2V1,H2S3V1,H3S1V1,H3S2V1,H3S3V1,H1S1V2,H1S2V2,H1S3V2,H2S1V2,H2S2V2,H2S3V2,H3S1V2,H3S2V2,H3S3V2,H1S1V3,H1S2V3,H1S3V3,H2S1V3,H2S2V3,H2S3V3,H3S1V3,H3S2V3,H3S3V3
IMG_1119,101320,83453,92569,995117,388610,12361,213590,101520,5049,169315,398815,104104,52452,281445,13832638,2796,932,30677,264861,208045,209069,15895,3339,238295,2689,371,106577
IMG_0958,82061,70547,94154,1177075,358786,17226,121478,43397,4079,170818,216178,116186,47249,276907,13492589,7407,911,66829,180850,119180,205143,26000,4701,948953,6759,312,60129
IMG_0223,428239,485793,240027,700448,360695,133311,230384,153261,16765,213873,166197,178855,104499,223039,12762130,9319,1214,9780,410484,290135,261387,100051,87051,219444,6083,51682,71758
IMG_1096,80913,102403,112702,975492,496076,17206,208308,125349,5830,171449,286047,129992,25867,264143,13990128,2004,911,75935,247963,162161,214794,16027,1489,132333,3060,189,67133
IMG_0917,53736,47084,107132,1308809,261323,16438,85072,23001,3852,121844,276153,146162,28175,251190,13973265,21165,870,68538,216024,286069,203741,34219,1736,314434,5616,248,60008
IMG_1151,100482,93591,94072,1053109,369159,12393,229475,93239,4759,166403,215773,102437,44469,274941,13729633,2295,858,47472,265377,242898,214395,17089,3227,442714,2301,520,92823
IMG_1009,94729,77662,104167,1176099,245012,14730,206272,41364,3835,149218,276971,93927,17377,241920,14320602,2186,887,70579,218519,115266,198216,19657,2045,159429,3106,302,61827
IMG_1134,113644,113316,111524,889850,350340,18383,289262,88306,4852,158819,230074,134992,21380,233099,14216523,1769,620,70647,249645,140864,195623,15392,1395,201567,3949,208,59861
IMG_1137,84371,68741,96781,1209677,296742,14807,198048,54226,4818,151503,227636,113163,23968,266931,13735276,2473,873,72771,269288,205713,215512,19337,3447,509218,3901,443,66240
IMG_1043,51808,69062,97778,991660,526861,13881,126617,86338,5248,142431,241827,119453,26578,260750,14148741,2973,726,69997,232487,251177,215285,23699,2121,135473,8460,263,64210
IMG_1100,113593,118047,105196,829041,584085,18408,223472,183535,6273,189463,244663,153605,70637,352203,13805993,3530,676,76306,232275,210303,225918,14644,1639,80486,2759,240,68914
IMG_0891,65830,66239,98575,1317968,315746,17432,92873,30852,4476,146214,257438,95090,28477,258350,14075767,29797,923,71723,209338,127127,202421,35894,3346,298194,3172,320,62322
IMG_0967,64338,57427,92925,1049479,450716,16317,151308,67325,4865,144087,249809,125186,25599,251371,14067715,3589,684,71263,269995,206029,202689,21780,1285,248586,8849,209,62479
IMG_0205,596220,308794,101706,803763,124178,69514,287284,27309,3528,195262,117830,113175,97683,125397,5412569,9785,1069,3575,457850,390274,241245,121981,172000,8026831,5909,53161,48012
IMG_1082,106866,106831,104855,1059588,414682,15361,247532,105857,5255,166642,260923,118191,23910,276294,13907813,1377,851,75896,294012,191439,221709,15081,2018,118542,2780,363,71236
IMG_0940,60691,55879,102956,1182929,428494,16968,139398,56371,4215,150336,269890,145190,23367,267809,13983544,3901,780,73872,225034,239605,218638,23587,642,165282,10718,253,65555
IMG_1044,134489,99400,107940,975393,380491,15466,266981,125371,5133,155555,219543,147228,23722,259196,14027025,1162,636,75056,247555,232408,232841,13973,2460,95528,2262,363,68727
IMG_0801,94431,58900,84119,1215711,151978,13988,103976,12444,2728,156320,197481,96763,69243,284769,13808650,4939,805,59514,196270,195984,180550,28573,5477,837031,1074,599,53587
IMG_0937,63602,72927,106368,1305887,402842,13093,155814,63455,4896,163788,279053,127480,20125,226407,13939837,3208,884,77720,283848,189936,228305,29738,1934,72332,9852,321,72252
IMG_1060,63466,70581,115562,1223179,504715,16085,151963,80146,5954,162724,237478,150035,23796,286775,13820830,2957,906,79476,218542,236420,237217,25262,4020,118245,6014,395,73161
IMG_0807,90150,51150,91472,1412254,152166,14695,185425,19707,3879,161087,188059,103862,32755,285243,13827677,3409,1070,58505,227811,233880,216967,34209,12165,423394,3077,813,81023
IMG_1102,111368,64323,83265,1300013,167522,11869,201832,28546,3366,175553,185434,94326,64181,278136,13329083,3055,858,20992,237462,225680,206035,33951,25296,948201,2568,726,112263
IMG_0978,50516,74839,102836,920918,777462,17170,118932,142492,6425,164516,242996,162047,32648,296459,13763957,3532,927,75828,215513,255300,246804,24174,3270,132510,7044,237,76552
IMG_1172,87243,78255,111661,883131,474988,21090,178363,88179,5273,166010,228074,166704,67122,292514,13950180,4178,624,67295,211357,268188,196155,17723,1455,287239,5506,137,57260
IMG_0898,104858,53014,108866,1503672,194734,16765,203511,15466,3725,163161,285977,127770,16266,216356,13947024,2920,910,80642,274873,193017,227067,32991,1348,69740,1616,417,69198
IMG_0813,86445,74792,106299,1285318,227756,17382,118642,22966,3678,165265,230144,83709,24930,239801,14393530,12734,768,67750,193087,100512,190341,32873,1866,172306,3589,302,59119
IMG_1084,104825,80649,104477,1042091,368732,16172,246611,84028,5183,155825,248896,149561,23360,259930,13974088,1572,773,73991,284684,212602,213981,15980,2529,175873,3054,274,66163
IMG_0209,559198,358587,172921,850923,142146,87288,278414,39395,5159,208875,128914,132998,126900,204999,11586499,11048,891,4982,398266,506551,260873,127381,120568,1478036,6980,57814,59298
IMG_1006,85519,86916,99455,917309,377130,16234,208050,74020,4534,142337,237009,117635,20332,235102,14422425,1731,685,67539,239712,135042,188586,16895,2184,158139,3025,221,58138
IMG_0220,499301,478666,273429,619304,293598,114385,194467,133322,17166,191013,113901,157189,114567,260769,12014996,7403,1002,10543,426965,473253,279472,108749,88526,916830,4006,43644,79438
IMG_0983,104146,74774,103245,1102647,282250,16951,236332,63840,4512,153209,268811,156327,27859,253927,14007430,1784,827,72472,212561,204789,206213,17166,1641,277586,1970,254,62381
IMG_0900,106321,56286,103362,1491720,163577,16406,212554,17340,4443,162822,257491,106316,22630,274470,13753730,2215,986,78208,274453,191984,224731,29025,3186,290103,1275,614,69656
IMG_1155,52033,88640,110129,771953,756876,16783,111078,141343,6458,148888,258590,144214,24664,264879,14071159,2943,671,73581,227197,264317,218230,20289,1479,68134,5701,225,65450
IMG_0944,72663,86347,111997,1128884,498608,16826,211034,101141,5316,169111,248670,165155,33313,289491,13672544,3031,684,77439,224496,221768,235495,23653,3154,232971,7025,319,74769
IMG_0883,78466,44377,98353,1536145,226251,17153,147612,22491,4501,157665,241142,110815,24781,271829,13951343,6042,1032,78653,262207,189040,226915,35892,3983,105910,2312,730,70264
IMG_0216,560981,361026,146254,1104763,153642,83048,320090,31643,4548,193443,164315,142697,124017,158113,5413552,16305,1331,4614,553134,481472,294723,189456,236985,7028722,10713,67834,68483
IMG_1183,95702,74294,92544,995461,220073,14671,132348,31848,3778,179115,259965,142959,98918,298066,13127134,5141,686,56672,173951,183861,169554,22669,22858,1464136,2958,159,46383
IMG_1018,79517,63095,92473,1169285,279386,13685,180774,48039,4074,142686,203820,104235,21731,253369,13990342,2537,749,69100,253228,237010,202883,20263,2462,414315,3229,314,63303
IMG_0992,129961,80373,102234,1075435,233428,14408,276570,61746,3698,148733,214115,156178,22170,258771,14239305,1329,759,71152,202981,217503,213388,15345,778,107473,4631,284,63156
IMG_1072,66845,96238,121473,826768,845768,16284,112847,161172,5620,176684,353450,168339,29549,325792,13468524,3330,744,62128,286463,313590,244489,19273,1072,104497,13604,184,91177
IMG_0970,137735,82108,110308,1080485,289943,18616,303259,66485,4838,156605,229227,160516,19601,255211,14094891,965,703,76499,264157,164803,212261,13891,1413,104240,1765,250,65129
IMG_0896,85746,53460,102293,1460319,176091,17699,139843,14436,3962,151264,271876,110575,21153,254065,13627308,4588,991,73640,275472,176879,211397,31302,3081,582099,984,661,64720
IMG_1142,72965,64098,106822,1353105,265989,13213,166035,35186,4163,155218,263313,126032,29512,282473,13264846,3384,897,63887,258254,311545,221033,21114,4875,741985,7085,544,78331
IMG_0904,52076,48298,88399,1310954,203783,15091,92371,17471,4213,120676,235078,123525,22346,239996,13591813,15933,860,65848,170985,187404,197384,34366,6060,1008839,3064,486,58585
IMG_1050,114345,111445,121185,757715,597012,18841,212174,187299,6268,160472,209952,179701,24496,249813,14105362,1440,589,76228,224255,181687,224932,12272,975,67663,2883,132,66768
IMG_0951,214159,88705,98987,1084376,178476,16481,402666,45819,3724,164384,238460,116062,27407,274643,13918549,1157,876,76954,264820,143858,219082,13780,1120,250975,1422,350,68612
IMG_1091,72441,62246,95590,1097434,388937,15543,147951,54583,4442,143436,233393,127463,22086,249419,14218528,3131,881,70718,187347,207680,210795,20475,1415,211937,5652,193,62188
IMG_1003,67115,71696,120937,949710,601790,17454,133598,102399,5548,198642,295524,166851,88503,340471,13509370,4445,758,74312,275770,268120,214632,21635,1479,314089,6441,171,64444
IMG_0203,810576,513638,224835,721011,176966,103581,189655,45029,6141,195863,144747,186004,117612,224532,8905505,8612,1114,6389,443191,466524,282823,127038,113595,3768038,5586,61170,66129
IMG_0956,130448,113067,118692,1231551,245837,15381,195465,37706,3745,194693,289107,135520,73135,317777,13725347,5715,826,67805,191202,214444,207451,23346,3361,309122,3742,405,61014
IMG_1058,65120,77053,105583,859859,764907,16872,104546,143252,6192,159893,225402,156233,32993,277523,13983342,2680,639,77249,197378,255624,232852,18923,1211,70326,10767,188,69297
IMG_0935,72380,55450,96466,1359044,249507,14086,177896,35503,4494,152636,244469,111115,26673,274396,13726405,4328,845,60400,263365,225675,215137,27449,4037,421626,10731,490,81301
IMG_1097,160910,108440,118194,1075992,273514,15585,319721,84949,4894,168257,265782,143148,25347,271977,13984948,1466,814,76719,251849,172517,222330,14765,1803,80458,1912,339,69274
IMG_0213,703274,313462,225715,880152,163679,110453,270726,41617,10550,202691,116203,142190,121018,222533,12650068,9159,727,4755,413792,483797,253912,115445,91673,246991,7065,56740,57517
IMG_0925,59331,69465,106826,1242964,493865,19347,131509,59189,5566,158476,276523,136789,26407,277389,13722416,8636,874,78939,251910,234205,227687,28873,2788,214554,11354,296,69726
IMG_0966,96502,64868,99541,1074311,314282,16834,218926,66694,4106,154283,270913,118530,32021,245915,14263727,1867,678,70448,223012,178702,206056,17648,1148,109219,3316,222,62135
IMG_1114,79082,79356,102356,1212240,233382,11705,172244,40937,4072,157837,272146,98230,27253,257329,13805883,1558,909,55158,288817,168222,198364,20038,4004,544454,4583,493,75252
IMG_1103,84599,50965,74011,1056174,155642,10638,146872,21071,3058,163812,213821,104755,85680,307947,12873851,6532,806,56654,218239,272014,176267,25201,7334,1746773,1754,421,51013
IMG_0222,702934,368686,178594,896080,122468,77055,312849,28693,4287,204079,161519,161944,105157,158127,8021661,9074,1184,5112,450811,334746,279061,139443,166813,4888642,4226,66027,66632
IMG_1171,77915,71015,105008,1069322,456276,17455,156845,76878,5352,166961,256417,160253,47735,284807,13906681,4104,694,72384,199544,249336,217397,19615,1706,222904,5783,256,63261
IMG_1170,66781,76276,102958,812807,716799,17998,125479,120149,5672,174834,240823,158242,74327,330280,13881698,5110,792,71628,197015,250298,220279,18222,1396,178568,4681,144,62648
IMG_1165,67099,95611,129871,897662,774541,19198,113220,143498,6486,169581,293989,179891,34283,321784,13442862,3280,787,77959,201467,217323,236044,19742,2232,383823,10664,320,72687
IMG_1030,144874,96848,103231,1116705,305754,13474,267835,90121,4563,158069,190292,127206,37201,256425,14050632,1157,791,36234,243064,207616,225827,17104,2266,105430,2051,439,110695
IMG_0887,65115,41704,94208,1436323,124354,13298,96711,9859,3621,139555,240270,114590,25114,276401,13694205,8093,1014,65584,227731,308378,205618,36142,8316,613725,1369,1472,63134
IMG_0903,91450,41371,105322,1494901,154696,18810,148313,12010,3885,157169,249705,174884,27631,279514,13748993,2657,1314,75211,172025,223692,259467,30530,1249,373208,1576,413,65908
IMG_0974,89783,85082,106864,1074824,414935,18227,222672,84374,5389,164097,265771,131128,35836,278795,13732596,2369,752,75471,243209,185795,219830,17151,2804,387050,3907,306,66887
IMG_0941,55215,56498,101948,1250661,408872,14879,132883,50566,4709,149481,252832,122106,25324,273156,13965710,6072,828,73607,218418,215839,223383,26668,2215,204434,10881,367,68352
IMG_0884,70185,49254,102600,1561163,259622,14017,120234,25179,4698,138999,293220,107933,23421,226753,13893194,26337,1069,80135,274470,218393,230123,42493,2498,73725,4773,521,70895
IMG_1070,120341,106424,103417,957851,393135,13533,265219,124349,4484,157100,240392,136009,23829,216929,13845716,1555,856,42409,239107,236507,227254,14293,1593,339595,2591,321,101095
IMG_0982,59185,75612,112580,671805,797975,25541,151572,117184,6110,147265,244110,170971,23739,230606,14243535,3277,572,78755,212345,196505,201848,22188,325,59283,7546,67,55403
IMG_0899,78426,49520,100075,1447815,223756,15235,160140,20403,4052,155391,258836,108373,22200,270059,13864304,4838,1021,76155,285696,180585,218871,31338,2535,264696,3211,338,68035
IMG_0988,67618,77471,111753,1018675,608323,16610,140388,132618,5116,170585,301783,154442,28070,287853,13795540,2586,720,78611,270961,237947,231533,23811,2026,71921,7853,190,70900
IMG_0219,424725,544862,382127,465955,337927,131351,128034,172654,30728,231824,110585,156201,113966,239831,12483691,9919,945,11454,377534,456928,273166,93040,86839,527996,3497,18161,101964
IMG_0913,52267,46349,91130,1454236,228722,16052,87294,15395,3989,126712,202383,87387,24467,261369,14165353,21283,1121,71115,180086,170244,206738,36914,3393,288928,6855,465,65657
IMG_0879,84322,65218,117530,1602491,350253,20212,170921,38518,5254,173511,285114,130707,26832,299361,13420019,13335,1181,87952,234697,260422,255174,40248,2665,145599,4711,472,79185
IMG_1092,47016,71316,108150,1114398,503618,13227,115072,77098,5137,151888,239953,122257,25968,276532,13903796,4009,1018,53400,214771,272600,213381,23996,2682,262024,5296,294,87007
IMG_1095,51206,90258,107799,1020384,597630,14247,120108,105781,5796,164832,287976,108694,25729,226674,13647357,4191,949,72963,263697,202850,217860,22215,2655,476357,6284,253,71159
IMG_1020,56230,75217,95597,1055911,413433,12230,132276,61609,4532,149695,278059,86513,26401,257208,14027329,4091,940,62265,315477,151020,197109,22880,3293,351228,8248,354,66759
IMG_1123,128516,111057,106172,937756,397683,14065,251479,147353,4863,160008,222364,124083,31153,271030,14084767,1833,925,58821,219838,245004,218301,15187,1643,73915,2671,340,85077
IMG_1161,98671,104023,115473,1195752,317667,13811,245397,69871,4986,174733,277998,138140,26734,280404,13705319,1940,894,64104,236044,237459,229206,17134,2990,272191,2218,424,82321
IMG_0994,63373,52195,81418,1114900,246910,12430,102100,29539,3243,149135,226264,89556,69344,291671,13149100,11415,976,60487,228821,224064,181962,28750,3995,1436048,3117,392,54699
IMG_0915,48299,54205,95194,994937,536460,17585,99837,59968,4758,137193,246208,139822,33403,253065,13925300,8988,785,69527,226577,341081,215334,28341,1620,308803,7989,169,60456
IMG_0942,88547,61578,102206,1298775,244700,13916,211741,39484,4506,152387,195081,125757,27285,266884,13841786,2891,865,56392,235318,281580,227551,23498,6617,316209,4781,643,84926
IMG_0909,74071,37579,91285,1144114,106154,11292,98474,6890,2691,163180,186196,146224,94732,320240,13540087,7745,902,55400,188166,308527,179649,32412,6784,1062586,706,948,48870
IMG_1081,64956,78907,123039,1096790,571345,17598,125416,103536,5630,166783,291962,165164,23070,274758,13777168,2314,814,78490,289755,262145,227051,21066,910,71509,6771,201,68756
IMG_1088,99612,73858,93138,1231847,196580,15535,154587,24886,4526,172330,260891,90623,70618,265911,12220373,4508,1006,62950,215797,125335,178056,27089,83926,2183673,3075,271,54903
IMG_1131,141195,79148,93135,1162258,167584,12324,242929,31941,3345,160181,200620,111570,53369,267287,14080049,1637,878,66258,184098,281072,207679,15650,1230,288027,839,560,61041
IMG_1107,106298,90627,97870,960190,341580,15487,235287,78632,5241,184405,222785,130623,71912,295551,13604097,3240,933,70185,254947,180123,199627,18560,2924,683392,1575,185,59628
IMG_1110,85147,75299,92484,1090525,311521,15807,198307,56571,4587,147448,237202,101068,19369,240008,14219936,1996,861,69768,237735,117710,195941,17081,2152,312583,3472,193,61133
IMG_1021,57733,70698,104497,1034238,504067,17972,132415,62548,5019,146914,287200,128913,24889,248309,14169571,3695,701,71397,270640,177780,203131,21861,1098,101021,7436,140,62021
IMG_0202,588336,396811,212267,635756,147589,81695,245984,53524,5796,190943,115296,154979,105335,192198,12703112,9034,1226,4930,409512,401076,248715,110218,99426,683762,5051,55581,57752
IMG_1143,63725,69296,107257,1338324,328102,14465,151968,45417,4187,161273,274100,113949,30399,288182,13646139,2909,947,55622,264846,250512,223006,23355,2354,357285,8811,450,89024
IMG_0924,108533,88542,102115,1192944,347924,16092,244392,84543,4221,171979,250724,126285,31958,279748,13853781,2037,919,78010,267398,234185,235486,18415,1372,99526,3355,333,71087
IMG_0811,86476,64940,110823,1474362,93479,14284,140723,10792,3487,164540,212256,94908,24291,286106,13821321,5545,909,19992,188315,174962,212077,45115,30582,515406,3313,2011,114889
IMG_1176,111791,105722,122383,1169958,325441,15878,256627,78672,5195,174395,308909,128225,25388,273521,13712926,1545,818,77021,271308,162452,219751,16188,2320,276826,3080,442,69122
