make,model,x_resolution,y_resolution,resolution_unit,software,datetime,_exif_ifd_pointer,compression,jpeg_interchange_format,jpeg_interchange_format_length,exposure_time,f_number,exposure_program,photographic_sensitivity,exif_version,datetime_original,datetime_digitized,shutter_speed_value,aperture_value,exposure_bias_value,subject_distance,metering_mode,focal_length,pixel_x_dimension,pixel_y_dimension,focal_plane_resolution_unit,exposure_mode,white_balance,spikelets_num,name
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:19 10:50:08,196,6,912,1888,0.008,9.0,1,100,0220,2018:04:19 10:50:08,2018:04:19 10:50:08,7.0,6.375,0.0,0.0,5,90.0,5184,3456,2,1,0,21,IMG_0413
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2019:01:22 10:43:00,196,6,912,2475,0.00625,14.0,1,100,0220,2019:01:22 10:43:00,2019:01:22 10:43:00,7.375,7.625,0.0,0.0,5,50.0,3456,5184,2,1,1,28,IMG_9811
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:20 09:46:37,196,6,912,1837,0.008,9.0,1,100,0220,2018:04:20 09:46:37,2018:04:20 09:46:37,7.0,6.375,0.0,0.0,5,50.0,3456,5184,2,1,0,22,IMG_0652
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:23 10:32:33,196,6,912,1802,0.008,9.0,1,100,0220,2018:04:23 10:32:33,2018:04:23 10:32:33,7.0,6.375,0.0,0.0,5,50.0,3456,5184,2,1,0,20,IMG_1078
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2019:01:23 09:12:12,196,6,912,1971,0.00625,14.0,1,100,0220,2019:01:23 09:12:12,2019:01:23 09:12:12,7.375,7.625,0.0,0.0,5,50.0,3456,5184,2,1,1,27,IMG_0098
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2019:01:22 10:27:05,196,6,912,2164,0.00625,14.0,1,100,0220,2019:01:22 10:27:05,2019:01:22 10:27:05,7.375,7.625,0.0,0.0,5,50.0,3456,5184,2,1,1,29,IMG_9737
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:23 10:36:25,196,6,912,1723,0.008,9.0,1,100,0220,2018:04:23 10:36:25,2018:04:23 10:36:25,7.0,6.375,0.0,0.0,5,50.0,3456,5184,2,1,0,19,IMG_1091
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2019:01:23 09:20:01,196,6,912,2084,0.00625,14.0,1,100,0220,2019:01:23 09:20:01,2019:01:23 09:20:01,7.375,7.625,0.0,0.0,5,50.0,3456,5184,2,1,1,29,IMG_0140
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:23 10:42:50,196,6,912,1803,0.008,9.0,1,100,0220,2018:04:23 10:42:50,2018:04:23 10:42:50,7.0,6.375,0.0,0.0,5,50.0,3456,5184,2,1,0,17,IMG_1118
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:23 10:10:12,196,6,912,1786,0.008,9.0,1,100,0220,2018:04:23 10:10:12,2018:04:23 10:10:12,7.0,6.375,0.0,0.0,5,50.0,3456,5184,2,1,0,16,IMG_0990
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2017:10:10 09:39:56,196,6,912,1966,0.00625,13.0,1,200,0220,2017:10:10 09:39:56,2017:10:10 09:39:56,7.375,7.375,0.0,0.0,5,60.0,5184,3456,2,1,0,13,6444_4
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:19 10:37:19,196,6,912,1889,0.008,9.0,1,100,0220,2018:04:19 10:37:19,2018:04:19 10:37:19,7.0,6.375,0.0,0.0,5,85.0,5184,3456,2,1,0,20,IMG_0380
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2019:02:01 14:52:26,196,6,912,2056,0.00625,9.0,1,100,0220,2019:02:01 14:52:26,2019:02:01 14:52:26,7.375,6.375,0.0,0.0,5,63.0,3456,5184,2,1,1,12,6834_1_{X-18}
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:19 12:07:19,196,6,912,1926,0.008,9.0,1,100,0220,2018:04:19 12:07:19,2018:04:19 12:07:19,7.0,6.375,0.0,0.0,5,95.0,5184,3456,2,1,0,14,IMG_0555
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:19 11:56:35,196,6,912,1816,0.008,9.0,1,100,0220,2018:04:19 11:56:35,2018:04:19 11:56:35,7.0,6.375,0.0,0.0,5,95.0,5184,3456,2,1,0,21,IMG_0523
Canon,Canon EOS 350D DIGITAL,300.0,300.0,2,Capture One 7 Windows,2017:06:19 05:15:41,224,6,940,1952,0.00625,11.0,1,100,0220,2017:06:19 05:15:41,2017:06:19 05:15:41,7.321929931640625,6.9188690185546875,0.0,0.0,1,55.0,3456,2304,2,1,0,12,8750_1
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:23 10:54:14,196,6,912,1904,0.008,9.0,1,100,0220,2018:04:23 10:54:14,2018:04:23 10:54:14,7.0,6.375,0.0,0.0,5,50.0,3456,5184,2,1,0,26,IMG_1166
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:19 10:44:21,196,6,912,1866,0.008,9.0,1,100,0220,2018:04:19 10:44:21,2018:04:19 10:44:21,7.0,6.375,0.0,0.0,5,95.0,5184,3456,2,1,0,15,IMG_0400
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:19 12:29:51,196,6,912,1967,0.008,9.0,1,100,0220,2018:04:19 12:29:51,2018:04:19 12:29:51,7.0,6.375,0.0,0.0,5,95.0,5184,3456,2,1,0,23,IMG_0583
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2019:01:22 11:28:03,196,6,912,2116,0.00625,14.0,1,100,0220,2019:01:22 11:28:03,2019:01:22 11:28:03,7.375,7.625,0.0,0.0,5,50.0,3456,5184,2,1,1,25,IMG_9995
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2019:01:23 09:22:05,196,6,912,2098,0.00625,14.0,1,100,0220,2019:01:23 09:22:05,2019:01:23 09:22:05,7.375,7.625,0.0,0.0,5,50.0,3456,5184,2,1,1,29,IMG_0152
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:20 09:56:16,196,6,912,1706,0.008,9.0,1,100,0220,2018:04:20 09:56:16,2018:04:20 09:56:16,7.0,6.375,0.0,0.0,5,50.0,3456,5184,2,1,0,16,IMG_0679
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2019:01:22 11:11:16,196,6,912,2057,0.00625,14.0,1,100,0220,2019:01:22 11:11:16,2019:01:22 11:11:16,7.375,7.625,0.0,0.0,5,50.0,3456,5184,2,1,1,27,IMG_9927
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:20 10:01:16,196,6,912,1607,0.008,9.0,1,100,0220,2018:04:20 10:01:16,2018:04:20 10:01:16,7.0,6.375,0.0,0.0,5,50.0,3456,5184,2,1,0,17,IMG_0692
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2019:01:22 14:11:39,196,6,912,2269,0.00625,14.0,1,100,0220,2019:01:22 14:11:39,2019:01:22 14:11:39,7.375,7.625,0.0,0.0,5,50.0,3456,5184,2,1,1,38,IMG_0054
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2019:01:22 10:03:09,196,6,912,2385,0.00625,14.0,1,100,0220,2019:01:22 10:03:09,2019:01:22 10:03:09,7.375,7.625,0.0,0.0,5,50.0,3456,5184,2,1,1,28,IMG_9630
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2019:01:22 10:25:25,196,6,912,2332,0.00625,14.0,1,100,0220,2019:01:22 10:25:25,2019:01:22 10:25:25,7.375,7.625,0.0,0.0,5,50.0,3456,5184,2,1,1,29,IMG_9731
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2017:06:21 09:35:49,196,6,912,2041,0.00625,10.0,1,100,0220,2017:06:21 09:35:49,2017:06:21 09:35:49,7.375,6.625,0.0,0.0,5,112.0,5037,3358,2,1,0,19,8743
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:20 10:07:40,196,6,912,1729,0.008,9.0,1,100,0220,2018:04:20 10:07:40,2018:04:20 10:07:40,7.0,6.375,0.0,0.0,5,50.0,3456,5184,2,1,0,20,IMG_0712
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2019:01:22 11:06:56,196,6,912,2083,0.00625,14.0,1,100,0220,2019:01:22 11:06:56,2019:01:22 11:06:56,7.375,7.625,0.0,0.0,5,50.0,3456,5184,2,1,1,30,IMG_9906
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2019:01:22 11:23:05,196,6,912,2077,0.00625,14.0,1,100,0220,2019:01:22 11:23:05,2019:01:22 11:23:05,7.375,7.625,0.0,0.0,5,50.0,3456,5184,2,1,1,27,IMG_9971
Canon,Canon EOS 350D DIGITAL,300.0,300.0,2,Capture One 7 Windows,2017:06:19 04:44:07,224,6,940,1885,0.00625,11.0,1,100,0220,2017:06:19 04:44:07,2017:06:19 04:44:07,7.321929931640625,6.9188690185546875,0.0,0.0,1,55.0,3456,2304,2,1,0,21,8732_4
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:23 10:03:48,196,6,912,1756,0.008,9.0,1,100,0220,2018:04:23 10:03:48,2018:04:23 10:03:48,7.0,6.375,0.0,0.0,5,50.0,3456,5184,2,1,0,16,IMG_0967
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:19 12:28:56,196,6,912,1914,0.008,9.0,1,100,0220,2018:04:19 12:28:56,2018:04:19 12:28:56,7.0,6.375,0.0,0.0,5,95.0,5184,3456,2,1,0,18,IMG_0580
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2019:02:01 15:09:49,196,6,912,2325,0.00625,9.0,1,100,0220,2019:02:01 15:09:49,2019:02:01 15:09:49,7.375,6.375,0.0,0.0,5,63.0,3456,5184,2,1,1,23,6675_4_{X-18}
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2017:06:21 09:46:20,196,6,912,1965,0.00625,10.0,1,100,0220,2017:06:21 09:46:20,2017:06:21 09:46:20,7.375,6.625,0.0,0.0,5,112.0,5037,3358,2,1,0,9,8764
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2019:02:01 14:35:10,196,6,912,2116,0.00625,14.0,1,100,0220,2019:02:01 14:35:10,2019:02:01 14:35:10,7.375,7.625,0.0,0.0,5,63.0,3456,5184,2,1,1,10,6416_{X-18}
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:23 10:37:44,196,6,912,1768,0.008,9.0,1,100,0220,2018:04:23 10:37:44,2018:04:23 10:37:44,7.0,6.375,0.0,0.0,5,50.0,3456,5184,2,1,0,23,IMG_1096
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2017:10:09 14:42:30,196,6,912,2134,0.00625,13.0,1,200,0220,2017:10:09 14:42:30,2017:10:09 14:42:30,7.375,7.375,0.0,0.0,5,75.0,5184,3456,2,1,0,21,7251
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:19 11:43:57,196,6,912,1932,0.008,9.0,1,100,0220,2018:04:19 11:43:57,2018:04:19 11:43:57,7.0,6.375,0.0,0.0,5,90.0,5184,3456,2,1,0,20,IMG_0485
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2019:02:01 14:57:38,196,6,912,2238,0.00625,9.0,1,100,0220,2019:02:01 14:57:38,2019:02:01 14:57:38,7.375,6.375,0.0,0.0,5,63.0,3456,5184,2,1,1,12,6838_1_{X-18}
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2019:01:22 11:11:26,196,6,912,2201,0.00625,14.0,1,100,0220,2019:01:22 11:11:26,2019:01:22 11:11:26,7.375,7.625,0.0,0.0,5,50.0,3456,5184,2,1,1,27,IMG_9928
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:20 10:49:55,196,6,912,1768,0.008,9.0,1,100,0220,2018:04:20 10:49:55,2018:04:20 10:49:55,7.0,6.375,0.0,0.0,5,50.0,3456,5184,2,1,0,20,IMG_0780
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:20 10:59:56,196,6,912,1685,0.008,9.0,1,100,0220,2018:04:20 10:59:56,2018:04:20 10:59:56,7.0,6.375,0.0,0.0,5,50.0,3456,5184,2,1,0,22,IMG_0809
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2019:01:23 09:23:04,196,6,912,2132,0.00625,14.0,1,100,0220,2019:01:23 09:23:04,2019:01:23 09:23:04,7.375,7.625,0.0,0.0,5,50.0,3456,5184,2,1,1,33,IMG_0156
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:19 11:47:30,196,6,912,1937,0.008,9.0,1,100,0220,2018:04:19 11:47:30,2018:04:19 11:47:30,7.0,6.375,0.0,0.0,5,90.0,5184,3456,2,1,0,22,IMG_0496
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2017:06:20 10:18:41,196,6,912,2063,0.00625,10.0,1,200,0220,2017:06:20 10:18:41,2017:06:20 10:18:41,7.375,6.625,0.0,0.0,5,112.0,5184,3456,2,1,0,12,8782
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2019:01:23 09:16:08,196,6,912,2320,0.00625,14.0,1,100,0220,2019:01:23 09:16:08,2019:01:23 09:16:08,7.375,7.625,0.0,0.0,5,50.0,3456,5184,2,1,1,27,IMG_0118
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2019:01:23 09:29:23,196,6,912,2262,0.00625,14.0,1,100,0220,2019:01:23 09:29:23,2019:01:23 09:29:23,7.375,7.625,0.0,0.0,5,50.0,3456,5184,2,1,1,29,IMG_0191
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:23 10:25:01,196,6,912,1770,0.008,9.0,1,100,0220,2018:04:23 10:25:01,2018:04:23 10:25:01,7.0,6.375,0.0,0.0,5,50.0,3456,5184,2,1,0,14,IMG_1049
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2019:01:22 10:30:55,196,6,912,2010,0.00625,14.0,1,100,0220,2019:01:22 10:30:55,2019:01:22 10:30:55,7.375,7.625,0.0,0.0,5,50.0,3456,5184,2,1,1,29,IMG_9756
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:23 10:16:34,196,6,912,1779,0.008,9.0,1,100,0220,2018:04:23 10:16:34,2018:04:23 10:16:34,7.0,6.375,0.0,0.0,5,50.0,3456,5184,2,1,0,19,IMG_1016
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:23 10:42:21,196,6,912,1740,0.008,9.0,1,100,0220,2018:04:23 10:42:21,2018:04:23 10:42:21,7.0,6.375,0.0,0.0,5,50.0,3456,5184,2,1,0,18,IMG_1116
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:19 12:31:37,196,6,912,1968,0.008,9.0,1,100,0220,2018:04:19 12:31:37,2018:04:19 12:31:37,7.0,6.375,0.0,0.0,5,95.0,5184,3456,2,1,0,11,IMG_0589
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:23 09:40:50,196,6,912,1908,0.008,9.0,1,100,0220,2018:04:23 09:40:50,2018:04:23 09:40:50,7.0,6.375,0.0,0.0,5,50.0,3456,5184,2,1,0,9,IMG_0878
Canon,Canon EOS 350D DIGITAL,300.0,300.0,2,Capture One 7 Windows,2017:06:19 04:53:18,224,6,940,1897,0.00625,11.0,1,100,0220,2017:06:19 04:53:18,2017:06:19 04:53:18,7.321929931640625,6.9188690185546875,0.0,0.0,1,55.0,3456,2304,2,1,0,20,8738_2
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:23 10:27:36,196,6,912,1792,0.008,9.0,1,100,0220,2018:04:23 10:27:36,2018:04:23 10:27:36,7.0,6.375,0.0,0.0,5,50.0,3456,5184,2,1,0,20,IMG_1060
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2017:06:21 10:01:04,196,6,912,1993,0.00625,10.0,1,100,0220,2017:06:21 10:01:04,2017:06:21 10:01:04,7.375,6.625,0.0,0.0,5,112.0,5037,3358,2,1,0,20,8821
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:19 12:05:19,196,6,912,1855,0.008,9.0,1,100,0220,2018:04:19 12:05:19,2018:04:19 12:05:19,7.0,6.375,0.0,0.0,5,95.0,5184,3456,2,1,0,20,IMG_0548
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:19 12:11:46,196,6,912,1846,0.008,9.0,1,100,0220,2018:04:19 12:11:46,2018:04:19 12:11:46,7.0,6.375,0.0,0.0,5,95.0,5184,3456,2,1,0,21,IMG_0570
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2019:01:22 09:53:31,196,6,912,2264,0.00625,14.0,1,100,0220,2019:01:22 09:53:31,2019:01:22 09:53:31,7.375,7.625,0.0,0.0,5,50.0,3456,5184,2,1,1,26,IMG_9594
Canon,Canon EOS 350D DIGITAL,300.0,300.0,2,Capture One 7 Windows,2017:06:19 04:47:43,224,6,940,1845,0.00625,11.0,1,100,0220,2017:06:19 04:47:43,2017:06:19 04:47:43,7.321929931640625,6.9188690185546875,0.0,0.0,1,55.0,3456,2304,2,1,0,10,8734_2
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:20 09:55:18,196,6,912,1788,0.008,9.0,1,100,0220,2018:04:20 09:55:18,2018:04:20 09:55:18,7.0,6.375,0.0,0.0,5,50.0,3456,5184,2,1,0,21,IMG_0675
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2017:06:21 09:44:07,196,6,912,2004,0.00625,10.0,1,100,0220,2017:06:21 09:44:07,2017:06:21 09:44:07,7.375,6.625,0.0,0.0,5,112.0,5037,3358,2,1,0,19,8759
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2017:10:10 10:01:39,196,6,912,1921,0.00625,13.0,1,200,0220,2017:10:10 10:01:39,2017:10:10 10:01:39,7.375,7.375,0.0,0.0,5,60.0,5184,3456,2,1,0,22,7257_2
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2019:01:22 10:43:21,196,6,912,2196,0.00625,14.0,1,100,0220,2019:01:22 10:43:21,2019:01:22 10:43:21,7.375,7.625,0.0,0.0,5,50.0,3456,5184,2,1,1,28,IMG_9813
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:23 10:41:19,196,6,912,1716,0.008,9.0,1,100,0220,2018:04:23 10:41:19,2018:04:23 10:41:19,7.0,6.375,0.0,0.0,5,50.0,3456,5184,2,1,0,23,IMG_1112
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:19 12:40:47,196,6,912,1919,0.008,9.0,1,100,0220,2018:04:19 12:40:47,2018:04:19 12:40:47,7.0,6.375,0.0,0.0,5,95.0,5184,3456,2,1,0,22,IMG_0617
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2017:06:21 10:16:45,196,6,912,2051,0.00625,10.0,1,100,0220,2017:06:21 10:16:45,2017:06:21 10:16:45,7.375,6.625,0.0,0.0,5,112.0,5037,3358,2,1,0,15,8852
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:20 10:47:11,196,6,912,1727,0.008,9.0,1,100,0220,2018:04:20 10:47:11,2018:04:20 10:47:11,7.0,6.375,0.0,0.0,5,50.0,3456,5184,2,1,0,17,IMG_0778
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2019:01:23 09:30:04,196,6,912,2087,0.00625,14.0,1,100,0220,2019:01:23 09:30:04,2019:01:23 09:30:04,7.375,7.625,0.0,0.0,5,50.0,3456,5184,2,1,1,28,IMG_0194
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:23 10:01:38,196,6,912,1695,0.008,9.0,1,100,0220,2018:04:23 10:01:38,2018:04:23 10:01:38,7.0,6.375,0.0,0.0,5,50.0,3456,5184,2,1,0,24,IMG_0958
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:23 10:27:28,196,6,912,1794,0.008,9.0,1,100,0220,2018:04:23 10:27:28,2018:04:23 10:27:28,7.0,6.375,0.0,0.0,5,50.0,3456,5184,2,1,0,18,IMG_1059
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:19 12:07:36,196,6,912,1968,0.008,9.0,1,100,0220,2018:04:19 12:07:36,2018:04:19 12:07:36,7.0,6.375,0.0,0.0,5,95.0,5184,3456,2,1,0,21,IMG_0556
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:19 11:52:13,196,6,912,1871,0.008,9.0,1,100,0220,2018:04:19 11:52:13,2018:04:19 11:52:13,7.0,6.375,0.0,0.0,5,90.0,5184,3456,2,1,0,18,IMG_0510
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:19 12:30:31,196,6,912,1870,0.008,9.0,1,100,0220,2018:04:19 12:30:31,2018:04:19 12:30:31,7.0,6.375,0.0,0.0,5,95.0,5184,3456,2,1,0,23,IMG_0586
Canon,Canon EOS 350D DIGITAL,300.0,300.0,2,Capture One 7 Windows,2017:06:19 04:57:43,224,6,940,1862,0.00625,11.0,1,100,0220,2017:06:19 04:57:43,2017:06:19 04:57:43,7.321929931640625,6.9188690185546875,0.0,0.0,1,55.0,3456,2304,2,1,0,21,8740_4
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:23 10:06:41,196,6,912,1772,0.008,9.0,1,100,0220,2018:04:23 10:06:41,2018:04:23 10:06:41,7.0,6.375,0.0,0.0,5,50.0,3456,5184,2,1,0,15,IMG_0974
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:20 10:02:54,196,6,912,1729,0.008,9.0,1,100,0220,2018:04:20 10:02:54,2018:04:20 10:02:54,7.0,6.375,0.0,0.0,5,50.0,3456,5184,2,1,0,18,IMG_0697
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2019:02:01 15:12:03,196,6,912,2359,0.00625,9.0,1,100,0220,2019:02:01 15:12:03,2019:02:01 15:12:03,7.375,6.375,0.0,0.0,5,63.0,3456,5184,2,1,1,21,6678_2_{X-18}
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:19 10:49:48,196,6,912,1980,0.008,9.0,1,100,0220,2018:04:19 10:49:48,2018:04:19 10:49:48,7.0,6.375,0.0,0.0,5,90.0,5184,3456,2,1,0,20,IMG_0412
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:19 10:39:55,196,6,912,2125,0.008,9.0,1,100,0220,2018:04:19 10:39:55,2018:04:19 10:39:55,7.0,6.375,0.0,0.0,5,90.0,5184,3456,2,1,0,19,IMG_0388
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2017:10:10 10:01:32,196,6,912,1992,0.00625,13.0,1,200,0220,2017:10:10 10:01:32,2017:10:10 10:01:32,7.375,7.375,0.0,0.0,5,60.0,5184,3456,2,1,0,12,7257_1
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:23 10:07:47,196,6,912,1736,0.008,9.0,1,100,0220,2018:04:23 10:07:47,2018:04:23 10:07:47,7.0,6.375,0.0,0.0,5,50.0,3456,5184,2,1,0,13,IMG_0979
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2019:01:22 11:24:59,196,6,912,1951,0.00625,14.0,1,100,0220,2019:01:22 11:24:59,2019:01:22 11:24:59,7.375,7.625,0.0,0.0,5,50.0,3456,5184,2,1,1,26,IMG_9980
Canon,Canon EOS 350D DIGITAL,300.0,300.0,2,Capture One 7 Windows,2017:06:19 04:47:15,224,6,940,1827,0.00625,11.0,1,100,0220,2017:06:19 04:47:15,2017:06:19 04:47:15,7.321929931640625,6.9188690185546875,0.0,0.0,1,55.0,3456,2304,2,1,0,22,8734_1
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2019:01:22 10:34:31,196,6,912,2068,0.00625,14.0,1,100,0220,2019:01:22 10:34:31,2019:01:22 10:34:31,7.375,7.625,0.0,0.0,5,50.0,3456,5184,2,1,1,25,IMG_9771
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2019:01:23 09:32:50,196,6,912,2293,0.00625,14.0,1,100,0220,2019:01:23 09:32:50,2019:01:23 09:32:50,7.375,7.625,0.0,0.0,5,50.0,3456,5184,2,1,1,30,IMG_0209
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2019:01:22 10:29:31,196,6,912,2211,0.00625,14.0,1,100,0220,2019:01:22 10:29:31,2019:01:22 10:29:31,7.375,7.625,0.0,0.0,5,50.0,3456,5184,2,1,1,25,IMG_9749
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:20 09:47:52,196,6,912,1801,0.008,9.0,1,100,0220,2018:04:20 09:47:52,2018:04:20 09:47:52,7.0,6.375,0.0,0.0,5,50.0,3456,5184,2,1,0,18,IMG_0655
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2017:10:10 09:52:31,196,6,912,1862,0.00625,13.0,1,200,0220,2017:10:10 09:52:31,2017:10:10 09:52:31,7.375,7.375,0.0,0.0,5,60.0,5184,3456,2,1,0,14,7252_4
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:23 10:14:44,196,6,912,1739,0.008,9.0,1,100,0220,2018:04:23 10:14:44,2018:04:23 10:14:44,7.0,6.375,0.0,0.0,5,50.0,3456,5184,2,1,0,18,IMG_1009
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:23 10:09:35,196,6,912,1781,0.008,9.0,1,100,0220,2018:04:23 10:09:35,2018:04:23 10:09:35,7.0,6.375,0.0,0.0,5,50.0,3456,5184,2,1,0,21,IMG_0988
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2019:01:22 10:08:15,196,6,912,2441,0.00625,14.0,1,100,0220,2019:01:22 10:08:15,2019:01:22 10:08:15,7.375,7.625,0.0,0.0,5,50.0,3456,5184,2,1,1,33,IMG_9653
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2019:01:22 11:15:19,196,6,912,2114,0.00625,14.0,1,100,0220,2019:01:22 11:15:19,2019:01:22 11:15:19,7.375,7.625,0.0,0.0,5,50.0,3456,5184,2,1,1,26,IMG_9946
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2019:01:22 10:06:46,196,6,912,2163,0.00625,14.0,1,100,0220,2019:01:22 10:06:46,2019:01:22 10:06:46,7.375,7.625,0.0,0.0,5,50.0,3456,5184,2,1,1,27,IMG_9645
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:20 10:06:18,196,6,912,1802,0.008,9.0,1,100,0220,2018:04:20 10:06:18,2018:04:20 10:06:18,7.0,6.375,0.0,0.0,5,50.0,3456,5184,2,1,0,19,IMG_0706
