make,model,x_resolution,y_resolution,resolution_unit,software,datetime,_exif_ifd_pointer,compression,jpeg_interchange_format,jpeg_interchange_format_length,exposure_time,f_number,exposure_program,photographic_sensitivity,exif_version,datetime_original,datetime_digitized,shutter_speed_value,aperture_value,exposure_bias_value,subject_distance,metering_mode,focal_length,pixel_x_dimension,pixel_y_dimension,focal_plane_resolution_unit,exposure_mode,white_balance,spikelets_num,name
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:19 11:48:46,196,6,912,1949,0.008,9.0,1,100,0220,2018:04:19 11:48:46,2018:04:19 11:48:46,7.0,6.375,0.0,0.0,5,90.0,5184,3456,2,1,0,20,IMG_0500
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:23 09:52:05,196,6,912,1835,0.008,9.0,1,100,0220,2018:04:23 09:52:05,2018:04:23 09:52:05,7.0,6.375,0.0,0.0,5,50.0,3456,5184,2,1,0,20,IMG_0924
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2019:01:22 11:03:44,196,6,912,2170,0.00625,14.0,1,100,0220,2019:01:22 11:03:44,2019:01:22 11:03:44,7.375,7.625,0.0,0.0,5,50.0,3456,5184,2,1,1,33,IMG_9890
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2019:01:22 11:32:39,196,6,912,2027,0.00625,14.0,1,100,0220,2019:01:22 11:32:39,2019:01:22 11:32:39,7.375,7.625,0.0,0.0,5,50.0,3456,5184,2,1,1,29,IMG_0020
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:19 10:11:29,196,6,912,1958,0.008,9.0,1,100,0220,2018:04:19 10:11:29,2018:04:19 10:11:29,7.0,6.375,0.0,0.0,5,100.0,5184,3456,2,1,0,20,IMG_0312
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2019:01:23 09:25:15,196,6,912,2036,0.00625,14.0,1,100,0220,2019:01:23 09:25:15,2019:01:23 09:25:15,7.375,7.625,0.0,0.0,5,50.0,3456,5184,2,1,1,24,IMG_0168
Canon,Canon EOS 350D DIGITAL,300.0,300.0,2,Capture One 7 Windows,2017:06:19 04:35:06,224,6,940,1888,0.00625,11.0,1,100,0220,2017:06:19 04:35:06,2017:06:19 04:35:06,7.321929931640625,6.9188690185546875,0.0,0.0,1,55.0,3456,2304,2,1,0,10,8728_3
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2019:02:01 14:57:48,196,6,912,2238,0.00625,9.0,1,100,0220,2019:02:01 14:57:48,2019:02:01 14:57:48,7.375,6.375,0.0,0.0,5,63.0,3456,5184,2,1,1,22,6838_2_{X-18}
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:23 09:58:37,196,6,912,1713,0.008,9.0,1,100,0220,2018:04:23 09:58:37,2018:04:23 09:58:37,7.0,6.375,0.0,0.0,5,50.0,3456,5184,2,1,0,20,IMG_0946
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2019:01:22 14:18:49,196,6,912,1945,0.00625,14.0,1,100,0220,2019:01:22 14:18:49,2019:01:22 14:18:49,7.375,7.625,0.0,0.0,5,50.0,3456,5184,2,1,1,29,IMG_0086
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2019:01:22 14:15:34,196,6,912,2137,0.00625,14.0,1,100,0220,2019:01:22 14:15:34,2019:01:22 14:15:34,7.375,7.625,0.0,0.0,5,50.0,3456,5184,2,1,1,26,IMG_0072
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2019:01:22 09:51:37,196,6,912,2263,0.00625,14.0,1,100,0220,2019:01:22 09:51:37,2019:01:22 09:51:37,7.375,7.625,0.0,0.0,5,50.0,3456,5184,2,1,1,27,IMG_9587
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2017:10:10 09:59:06,196,6,912,1989,0.00625,13.0,1,200,0220,2017:10:10 09:59:06,2017:10:10 09:59:06,7.375,7.375,0.0,0.0,5,60.0,5184,3456,2,1,0,21,7255_4
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2019:01:22 11:31:34,196,6,912,2119,0.00625,14.0,1,100,0220,2019:01:22 11:31:34,2019:01:22 11:31:34,7.375,7.625,0.0,0.0,5,50.0,3456,5184,2,1,1,24,IMG_0014
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:19 11:41:02,196,6,912,1957,0.008,9.0,1,100,0220,2018:04:19 11:41:02,2018:04:19 11:41:02,7.0,6.375,0.0,0.0,5,90.0,5184,3456,2,1,0,26,IMG_0476
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2019:01:22 11:30:12,196,6,912,1966,0.00625,14.0,1,100,0220,2019:01:22 11:30:12,2019:01:22 11:30:12,7.375,7.625,0.0,0.0,5,50.0,3456,5184,2,1,1,29,IMG_0007
Canon,Canon EOS 350D DIGITAL,300.0,300.0,2,Capture One 7 Windows,2017:06:19 05:12:40,224,6,940,1975,0.00625,11.0,1,100,0220,2017:06:19 05:12:40,2017:06:19 05:12:40,7.321929931640625,6.9188690185546875,0.0,0.0,1,55.0,3456,2304,2,1,0,10,8748_3
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2019:01:22 11:24:00,196,6,912,2114,0.00625,14.0,1,100,0220,2019:01:22 11:24:00,2019:01:22 11:24:00,7.375,7.625,0.0,0.0,5,50.0,3456,5184,2,1,1,31,IMG_9976
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2019:01:22 09:51:50,196,6,912,2415,0.00625,14.0,1,100,0220,2019:01:22 09:51:50,2019:01:22 09:51:50,7.375,7.625,0.0,0.0,5,50.0,3456,5184,2,1,1,27,IMG_9588
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:19 12:39:23,196,6,912,1989,0.008,9.0,1,100,0220,2018:04:19 12:39:23,2018:04:19 12:39:23,7.0,6.375,0.0,0.0,5,95.0,5184,3456,2,1,0,16,IMG_0613
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2019:02:01 14:52:50,196,6,912,2195,0.00625,9.0,1,100,0220,2019:02:01 14:52:50,2019:02:01 14:52:50,7.375,6.375,0.0,0.0,5,63.0,3456,5184,2,1,1,11,6834_3_{X-18}
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2017:06:20 10:19:49,196,6,912,2115,0.00625,10.0,1,200,0220,2017:06:20 10:19:49,2017:06:20 10:19:49,7.375,6.625,0.0,0.0,5,112.0,5184,3456,2,1,0,14,8784
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:23 11:00:00,196,6,912,1798,0.008,9.0,1,100,0220,2018:04:23 11:00:00,2018:04:23 11:00:00,7.0,6.375,0.0,0.0,5,50.0,3456,5184,2,1,0,19,IMG_1189
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2019:02:01 15:11:22,196,6,912,2360,0.00625,9.0,1,100,0220,2019:02:01 15:11:22,2019:02:01 15:11:22,7.375,6.375,0.0,0.0,5,63.0,3456,5184,2,1,1,12,6677_3_{X-18}
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2017:10:10 09:55:21,196,6,912,1874,0.00625,13.0,1,200,0220,2017:10:10 09:55:21,2017:10:10 09:55:21,7.375,7.375,0.0,0.0,5,60.0,5184,3456,2,1,0,11,7253_4
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2019:01:22 10:38:43,196,6,912,2296,0.00625,14.0,1,100,0220,2019:01:22 10:38:43,2019:01:22 10:38:43,7.375,7.625,0.0,0.0,5,50.0,3456,5184,2,1,1,26,IMG_9791
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2019:01:23 09:26:02,196,6,912,2171,0.00625,14.0,1,100,0220,2019:01:23 09:26:02,2019:01:23 09:26:02,7.375,7.625,0.0,0.0,5,50.0,3456,5184,2,1,1,35,IMG_0172
Canon,Canon EOS 350D DIGITAL,300.0,300.0,2,Capture One 7 Windows,2017:06:19 05:32:09,224,6,940,1924,0.00625,11.0,1,100,0220,2017:06:19 05:32:09,2017:06:19 05:32:09,7.321929931640625,6.9188690185546875,0.0,0.0,1,55.0,3456,2304,2,1,0,10,8765_3
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:23 10:07:38,196,6,912,1818,0.008,9.0,1,100,0220,2018:04:23 10:07:38,2018:04:23 10:07:38,7.0,6.375,0.0,0.0,5,50.0,3456,5184,2,1,0,19,IMG_0978
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2019:01:22 14:05:54,196,6,912,2179,0.00625,14.0,1,100,0220,2019:01:22 14:05:54,2019:01:22 14:05:54,7.375,7.625,0.0,0.0,5,50.0,3456,5184,2,1,1,24,IMG_0050
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:19 11:57:44,196,6,912,1916,0.008,9.0,1,100,0220,2018:04:19 11:57:44,2018:04:19 11:57:44,7.0,6.375,0.0,0.0,5,95.0,5184,3456,2,1,0,23,IMG_0526
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2019:01:22 10:27:16,196,6,912,2360,0.00625,14.0,1,100,0220,2019:01:22 10:27:16,2019:01:22 10:27:16,7.375,7.625,0.0,0.0,5,50.0,3456,5184,2,1,1,29,IMG_9738
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:23 10:06:52,196,6,912,1903,0.008,9.0,1,100,0220,2018:04:23 10:06:52,2018:04:23 10:06:52,7.0,6.375,0.0,0.0,5,50.0,3456,5184,2,1,0,19,IMG_0975
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2019:01:22 10:01:40,196,6,912,2259,0.00625,14.0,1,100,0220,2019:01:22 10:01:40,2019:01:22 10:01:40,7.375,7.625,0.0,0.0,5,50.0,3456,5184,2,1,1,30,IMG_9623
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:20 10:32:12,196,6,912,1676,0.008,9.0,1,100,0220,2018:04:20 10:32:12,2018:04:20 10:32:12,7.0,6.375,0.0,0.0,5,50.0,3456,5184,2,1,0,10,IMG_0747
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:23 09:46:52,196,6,912,1771,0.008,9.0,1,100,0220,2018:04:23 09:46:52,2018:04:23 09:46:52,7.0,6.375,0.0,0.0,5,50.0,3456,5184,2,1,0,15,IMG_0903
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:19 12:34:01,196,6,912,1897,0.008,9.0,1,100,0220,2018:04:19 12:34:01,2018:04:19 12:34:01,7.0,6.375,0.0,0.0,5,95.0,5184,3456,2,1,0,26,IMG_0597
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2019:01:22 10:34:00,196,6,912,2178,0.00625,14.0,1,100,0220,2019:01:22 10:34:00,2019:01:22 10:34:00,7.375,7.625,0.0,0.0,5,50.0,3456,5184,2,1,1,26,IMG_9769
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2019:01:22 09:48:01,196,6,912,2331,0.00625,14.0,1,100,0220,2019:01:22 09:48:01,2019:01:22 09:48:01,7.375,7.625,0.0,0.0,5,50.0,3456,5184,2,1,1,28,IMG_9575
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:19 10:22:42,196,6,912,1861,0.008,9.0,1,100,0220,2018:04:19 10:22:42,2018:04:19 10:22:42,7.0,6.375,0.0,0.0,5,90.0,5184,3456,2,1,0,19,IMG_0343
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2017:10:10 09:33:19,196,6,912,1749,0.00625,13.0,1,200,0220,2017:10:10 09:33:19,2017:10:10 09:33:19,7.375,7.375,0.0,0.0,5,56.0,5184,3456,2,1,0,13,8861_1
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2017:10:10 10:00:42,196,6,912,1933,0.00625,13.0,1,200,0220,2017:10:10 10:00:42,2017:10:10 10:00:42,7.375,7.375,0.0,0.0,5,60.0,5184,3456,2,1,0,19,7258_2
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:20 10:43:14,196,6,912,1784,0.008,9.0,1,100,0220,2018:04:20 10:43:14,2018:04:20 10:43:14,7.0,6.375,0.0,0.0,5,50.0,3456,5184,2,1,0,11,IMG_0768
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2017:10:10 09:41:09,196,6,912,1992,0.00625,13.0,1,200,0220,2017:10:10 09:41:09,2017:10:10 09:41:09,7.375,7.375,0.0,0.0,5,60.0,5184,3456,2,1,0,13,6443_1
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:20 10:10:28,196,6,912,1708,0.008,9.0,1,100,0220,2018:04:20 10:10:28,2018:04:20 10:10:28,7.0,6.375,0.0,0.0,5,50.0,3456,5184,2,1,0,22,IMG_0721
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2019:01:22 10:59:16,196,6,912,2142,0.00625,14.0,1,100,0220,2019:01:22 10:59:16,2019:01:22 10:59:16,7.375,7.625,0.0,0.0,5,50.0,3456,5184,2,1,1,28,IMG_9870
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:19 10:09:50,196,6,912,2015,0.008,9.0,1,100,0220,2018:04:19 10:09:50,2018:04:19 10:09:50,7.0,6.375,0.0,0.0,5,100.0,5184,3456,2,1,0,19,IMG_0307
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:23 09:45:29,196,6,912,1715,0.008,9.0,1,100,0220,2018:04:23 09:45:29,2018:04:23 09:45:29,7.0,6.375,0.0,0.0,5,50.0,3456,5184,2,1,0,18,IMG_0898
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2019:01:22 11:00:05,196,6,912,2108,0.00625,14.0,1,100,0220,2019:01:22 11:00:05,2019:01:22 11:00:05,7.375,7.625,0.0,0.0,5,50.0,3456,5184,2,1,1,32,IMG_9874
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:20 10:57:37,196,6,912,1727,0.008,9.0,1,100,0220,2018:04:20 10:57:37,2018:04:20 10:57:37,7.0,6.375,0.0,0.0,5,50.0,3456,5184,2,1,0,23,IMG_0801
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:20 10:58:09,196,6,912,1673,0.008,9.0,1,100,0220,2018:04:20 10:58:09,2018:04:20 10:58:09,7.0,6.375,0.0,0.0,5,50.0,3456,5184,2,1,0,22,IMG_0803
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2017:10:10 10:03:24,196,6,912,1947,0.00625,13.0,1,200,0220,2017:10:10 10:03:24,2017:10:10 10:03:24,7.375,7.375,0.0,0.0,5,60.0,5184,3456,2,1,0,12,7260_1
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2019:01:22 14:14:18,196,6,912,2031,0.00625,14.0,1,100,0220,2019:01:22 14:14:18,2019:01:22 14:14:18,7.375,7.625,0.0,0.0,5,50.0,3456,5184,2,1,1,32,IMG_0066
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2019:01:22 10:31:46,196,6,912,2059,0.00625,14.0,1,100,0220,2019:01:22 10:31:46,2019:01:22 10:31:46,7.375,7.625,0.0,0.0,5,50.0,3456,5184,2,1,1,24,IMG_9759
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:19 12:03:17,196,6,912,1869,0.008,9.0,1,100,0220,2018:04:19 12:03:17,2018:04:19 12:03:17,7.0,6.375,0.0,0.0,5,95.0,5184,3456,2,1,0,20,IMG_0544
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:19 10:42:08,196,6,912,2152,0.008,9.0,1,100,0220,2018:04:19 10:42:08,2018:04:19 10:42:08,7.0,6.375,0.0,0.0,5,90.0,5184,3456,2,1,0,21,IMG_0394
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:23 10:02:07,196,6,912,1762,0.008,9.0,1,100,0220,2018:04:23 10:02:07,2018:04:23 10:02:07,7.0,6.375,0.0,0.0,5,50.0,3456,5184,2,1,0,21,IMG_0960
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2019:01:22 10:23:43,196,6,912,2259,0.00625,14.0,1,100,0220,2019:01:22 10:23:43,2019:01:22 10:23:43,7.375,7.625,0.0,0.0,5,50.0,3456,5184,2,1,1,29,IMG_9723
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:19 11:59:04,196,6,912,1960,0.008,9.0,1,100,0220,2018:04:19 11:59:04,2018:04:19 11:59:04,7.0,6.375,0.0,0.0,5,95.0,5184,3456,2,1,0,24,IMG_0530
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2019:01:22 11:35:12,196,6,912,2050,0.00625,14.0,1,100,0220,2019:01:22 11:35:12,2019:01:22 11:35:12,7.375,7.625,0.0,0.0,5,50.0,3456,5184,2,1,1,32,IMG_0034
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2019:01:22 10:42:18,196,6,912,2352,0.00625,14.0,1,100,0220,2019:01:22 10:42:18,2019:01:22 10:42:18,7.375,7.625,0.0,0.0,5,50.0,3456,5184,2,1,1,23,IMG_9808
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2019:01:22 10:17:32,196,6,912,1976,0.00625,14.0,1,100,0220,2019:01:22 10:17:32,2019:01:22 10:17:32,7.375,7.625,0.0,0.0,5,50.0,3456,5184,2,1,1,31,IMG_9697
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2019:01:22 10:10:52,196,6,912,2131,0.00625,14.0,1,100,0220,2019:01:22 10:10:52,2019:01:22 10:10:52,7.375,7.625,0.0,0.0,5,50.0,3456,5184,2,1,1,28,IMG_9666
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:19 12:05:31,196,6,912,1886,0.008,9.0,1,100,0220,2018:04:19 12:05:31,2018:04:19 12:05:31,7.0,6.375,0.0,0.0,5,95.0,5184,3456,2,1,0,22,IMG_0549
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2019:01:22 10:10:35,196,6,912,2080,0.00625,14.0,1,100,0220,2019:01:22 10:10:35,2019:01:22 10:10:35,7.375,7.625,0.0,0.0,5,50.0,3456,5184,2,1,1,29,IMG_9665
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2019:01:22 11:25:35,196,6,912,2158,0.00625,14.0,1,100,0220,2019:01:22 11:25:35,2019:01:22 11:25:35,7.375,7.625,0.0,0.0,5,50.0,3456,5184,2,1,1,24,IMG_9983
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:19 11:49:05,196,6,912,1876,0.008,9.0,1,100,0220,2018:04:19 11:49:05,2018:04:19 11:49:05,7.0,6.375,0.0,0.0,5,90.0,5184,3456,2,1,0,19,IMG_0501
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2019:01:22 10:08:01,196,6,912,2214,0.00625,14.0,1,100,0220,2019:01:22 10:08:01,2019:01:22 10:08:01,7.375,7.625,0.0,0.0,5,50.0,3456,5184,2,1,1,33,IMG_9652
Canon,Canon EOS 350D DIGITAL,300.0,300.0,2,Capture One 7 Windows,2017:06:19 04:55:16,224,6,940,1929,0.00625,11.0,1,100,0220,2017:06:19 04:55:16,2017:06:19 04:55:16,7.321929931640625,6.9188690185546875,0.0,0.0,1,55.0,3456,2304,2,1,0,13,8739_3
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:23 09:43:48,196,6,912,1688,0.008,9.0,1,100,0220,2018:04:23 09:43:48,2018:04:23 09:43:48,7.0,6.375,0.0,0.0,5,50.0,3456,5184,2,1,0,23,IMG_0890
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:19 12:41:58,196,6,912,1871,0.008,9.0,1,100,0220,2018:04:19 12:41:58,2018:04:19 12:41:58,7.0,6.375,0.0,0.0,5,95.0,5184,3456,2,1,0,11,IMG_0622
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:23 09:44:12,196,6,912,1723,0.008,9.0,1,100,0220,2018:04:23 09:44:12,2018:04:23 09:44:12,7.0,6.375,0.0,0.0,5,50.0,3456,5184,2,1,0,22,IMG_0892
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:23 10:12:26,196,6,912,1768,0.008,9.0,1,100,0220,2018:04:23 10:12:26,2018:04:23 10:12:26,7.0,6.375,0.0,0.0,5,50.0,3456,5184,2,1,0,24,IMG_1000
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:23 10:35:52,196,6,912,1682,0.008,9.0,1,100,0220,2018:04:23 10:35:52,2018:04:23 10:35:52,7.0,6.375,0.0,0.0,5,50.0,3456,5184,2,1,0,24,IMG_1089
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:19 10:17:40,196,6,912,1930,0.008,9.0,1,100,0220,2018:04:19 10:17:40,2018:04:19 10:17:40,7.0,6.375,0.0,0.0,5,100.0,5184,3456,2,1,0,19,IMG_0327
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:23 10:13:22,196,6,912,1852,0.008,9.0,1,100,0220,2018:04:23 10:13:22,2018:04:23 10:13:22,7.0,6.375,0.0,0.0,5,50.0,3456,5184,2,1,0,22,IMG_1003
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2017:06:21 10:09:31,196,6,912,2045,0.00625,10.0,1,100,0220,2017:06:21 10:09:31,2017:06:21 10:09:31,7.375,6.625,0.0,0.0,5,112.0,5037,3358,2,1,0,20,8838
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2019:01:22 14:16:53,196,6,912,2110,0.00625,14.0,1,100,0220,2019:01:22 14:16:53,2019:01:22 14:16:53,7.375,7.625,0.0,0.0,5,50.0,3456,5184,2,1,1,29,IMG_0079
Canon,Canon EOS 350D DIGITAL,300.0,300.0,2,Capture One 7 Windows,2017:06:19 04:43:03,224,6,940,1961,0.00625,11.0,1,100,0220,2017:06:19 04:43:03,2017:06:19 04:43:03,7.321929931640625,6.9188690185546875,0.0,0.0,1,55.0,3456,2304,2,1,0,12,8732_1
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:23 10:43:37,196,6,912,1768,0.008,9.0,1,100,0220,2018:04:23 10:43:37,2018:04:23 10:43:37,7.0,6.375,0.0,0.0,5,50.0,3456,5184,2,1,0,22,IMG_1121
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:19 10:30:15,196,6,912,1968,0.008,9.0,1,100,0220,2018:04:19 10:30:15,2018:04:19 10:30:15,7.0,6.375,0.0,0.0,5,90.0,5184,3456,2,1,0,18,IMG_0362
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2019:02:01 14:55:45,196,6,912,2203,0.00625,9.0,1,100,0220,2019:02:01 14:55:45,2019:02:01 14:55:45,7.375,6.375,0.0,0.0,5,63.0,3456,5184,2,1,1,7,6836_3_{X-18}
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:19 12:00:14,196,6,912,1895,0.008,9.0,1,100,0220,2018:04:19 12:00:14,2018:04:19 12:00:14,7.0,6.375,0.0,0.0,5,95.0,5184,3456,2,1,0,21,IMG_0533
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2017:06:21 09:26:52,196,6,912,2016,0.00625,10.0,1,100,0220,2017:06:21 09:26:52,2017:06:21 09:26:52,7.375,6.625,0.0,0.0,5,112.0,5037,3358,2,1,0,17,8728
Canon,Canon EOS 350D DIGITAL,300.0,300.0,2,Capture One 7 Windows,2017:06:19 04:37:56,224,6,940,1926,0.00625,11.0,1,100,0220,2017:06:19 04:37:56,2017:06:19 04:37:56,7.321929931640625,6.9188690185546875,0.0,0.0,1,55.0,3456,2304,2,1,0,23,8729_3
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:23 09:53:15,196,6,912,1847,0.008,9.0,1,100,0220,2018:04:23 09:53:15,2018:04:23 09:53:15,7.0,6.375,0.0,0.0,5,50.0,3456,5184,2,1,0,18,IMG_0929
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2017:10:10 09:59:59,196,6,912,1977,0.00625,13.0,1,200,0220,2017:10:10 09:59:59,2017:10:10 09:59:59,7.375,7.375,0.0,0.0,5,60.0,5184,3456,2,1,0,13,7256_4
Canon,Canon EOS 350D DIGITAL,300.0,300.0,2,Capture One 7 Windows,2017:06:19 05:10:32,224,6,940,1797,0.00625,11.0,1,100,0220,2017:06:19 05:10:32,2017:06:19 05:10:32,7.321929931640625,6.9188690185546875,0.0,0.0,1,55.0,3456,2304,2,1,0,19,8746_2
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2019:01:23 09:19:16,196,6,912,2166,0.00625,14.0,1,100,0220,2019:01:23 09:19:16,2019:01:23 09:19:16,7.375,7.625,0.0,0.0,5,50.0,3456,5184,2,1,1,31,IMG_0136
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2019:01:22 11:33:10,196,6,912,1931,0.00625,14.0,1,100,0220,2019:01:22 11:33:10,2019:01:22 11:33:10,7.375,7.625,0.0,0.0,5,50.0,3456,5184,2,1,1,29,IMG_0023
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:19 11:25:26,196,6,912,1933,0.008,9.0,1,100,0220,2018:04:19 11:25:26,2018:04:19 11:25:26,7.0,6.375,0.0,0.0,5,90.0,5184,3456,2,1,0,9,IMG_0430
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2019:01:22 10:54:02,196,6,912,2319,0.00625,14.0,1,100,0220,2019:01:22 10:54:02,2019:01:22 10:54:02,7.375,7.625,0.0,0.0,5,50.0,3456,5184,2,1,1,27,IMG_9845
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:19 11:30:37,196,6,912,1940,0.008,9.0,1,100,0220,2018:04:19 11:30:37,2018:04:19 11:30:37,7.0,6.375,0.0,0.0,5,90.0,5184,3456,2,1,0,21,IMG_0446
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:23 10:59:40,196,6,912,1814,0.008,9.0,1,100,0220,2018:04:23 10:59:40,2018:04:23 10:59:40,7.0,6.375,0.0,0.0,5,50.0,3456,5184,2,1,0,19,IMG_1187
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2018:04:23 10:19:52,196,6,912,1778,0.008,9.0,1,100,0220,2018:04:23 10:19:52,2018:04:23 10:19:52,7.0,6.375,0.0,0.0,5,50.0,3456,5184,2,1,0,11,IMG_1030
Canon,Canon EOS 600D,300.0,300.0,2,Capture One 7 Windows,2019:01:22 11:35:41,196,6,912,2147,0.00625,14.0,1,100,0220,2019:01:22 11:35:41,2019:01:22 11:35:41,7.375,7.625,0.0,0.0,5,50.0,3456,5184,2,1,1,26,IMG_0036
