ratio,name
0.03665977422931067,IMG_0500
0.04404342863129241,IMG_0924
0.047305560877038126,IMG_9890
0.05257125426722644,IMG_0020
0.0351989515652103,IMG_0312
0.05174612599761637,IMG_0168
0.07338813771679455,8728_3
0.03869608221010226,6838_2_{X-18}
0.04630005495582816,IMG_0946
0.05332788832950993,IMG_0086
0.05007796522473586,IMG_0072
0.044976563842824065,IMG_9587
0.051649358596558434,7255_4
0.04728047394244187,IMG_0014
0.036168642855490825,IMG_0476
0.0505501504453825,IMG_0007
0.07265199273558494,8748_3
0.05363478273472671,IMG_9976
0.04035276755628264,IMG_9588
0.03812896620315374,IMG_0613
0.04282023665762607,6834_3_{X-18}
0.03918613041532217,8784
0.045827541171152286,IMG_1189
0.039145434092989755,6677_3_{X-18}
0.053454642459370635,7253_4
0.044635153374141597,IMG_9791
0.05214973636759957,IMG_0172
0.07320631702083884,8765_3
0.04353606922010327,IMG_0978
0.04813785192918941,IMG_0050
0.03559248133076405,IMG_0526
0.041605502095833274,IMG_9738
0.04347213809646815,IMG_0975
0.04424910191784343,IMG_9623
0.0491119834747776,IMG_0747
0.044577259120503636,IMG_0903
0.03611899165305331,IMG_0597
0.04683340164831281,IMG_9769
0.04292482310071892,IMG_9575
0.036081990751360454,IMG_0343
0.05087688913737052,8861_1
0.051984738344636,7258_2
0.046949813125559375,IMG_0768
0.05066629169054146,6443_1
0.0504802851733082,IMG_0721
0.048614642623454704,IMG_9870
0.03576906225064794,IMG_0307
0.043330108476526255,IMG_0898
0.05001877515140775,IMG_9874
0.04818606962931817,IMG_0801
0.04700039516683844,IMG_0803
0.051370136978296704,7260_1
0.052045068291703245,IMG_0066
0.05104492620936147,IMG_9759
0.036058385762356066,IMG_0544
0.03683479567993777,IMG_0394
0.04655946238673524,IMG_0960
0.04724148461802723,IMG_9723
0.036629262014294436,IMG_0530
0.05262631814725549,IMG_0034
0.04064001953611364,IMG_9808
0.05370221216548066,IMG_9697
0.04797900565588037,IMG_9666
0.036230403705404236,IMG_0549
0.04835779342655512,IMG_9665
0.04730877964366913,IMG_9983
0.03694984793116099,IMG_0501
0.04532665002148451,IMG_9652
0.07089053595084677,8739_3
0.04612703265620183,IMG_0890
0.036376117811535456,IMG_0622
0.04636275444283612,IMG_0892
0.048106928845650765,IMG_1000
0.04807466380099828,IMG_1089
0.03533084122483092,IMG_0327
0.04542735279029677,IMG_1003
0.039066763238214536,8838
0.04886077270433519,IMG_0079
0.0725197471493724,8732_1
0.04527176227790089,IMG_1121
0.035073399539945475,IMG_0362
0.03957204624630031,6836_3_{X-18}
0.03660795768041128,IMG_0533
0.03909708441168834,8728
0.073829531603277,8729_3
0.043913508943354655,IMG_0929
0.05114580007304763,7256_4
0.07432540296304355,8746_2
0.048702163790186534,IMG_0136
0.054702904077025466,IMG_0023
0.036377819945693994,IMG_0430
0.04434671279599042,IMG_9845
0.03615952555274825,IMG_0446
0.04693969820350706,IMG_1187
0.04426786161905003,IMG_1030
0.04823390889249585,IMG_0036
0.07147170669943448,8761_3
0.039252370913125535,8851
0.046999872868188616,IMG_1110
0.04602234048426666,IMG_1008
0.0472415999198,IMG_9814
0.043072856960317096,6417_2_{X-18}
0.05159597983037146,IMG_0008
0.03617146841171991,IMG_0463
0.045979276490945624,IMG_0891
0.04492544846971712,IMG_9992
0.04525104241039743,IMG_0797
0.04804974121168676,IMG_9934
0.04919843747727307,IMG_9863
0.045112651426768596,IMG_0108
0.04699841203834036,IMG_1131
0.07340788539141412,8742_4
0.03600873729005043,IMG_0458
0.034865577554356285,6449
0.04677741503995021,IMG_9817
0.05099123236970786,IMG_0192
0.039160180666395615,8746
0.039146365653284616,8797
0.04761416739723092,IMG_1133
0.04507342389876047,IMG_9740
0.03909035865954638,8806
0.04610326620478733,IMG_0961
0.03654377956429904,IMG_0563
0.04868822288024741,IMG_9861
0.03606263185697072,IMG_0554
0.05210010198403625,7259_1
0.04370178754720289,IMG_0637
0.07130248691285607,8739_1
0.050893286636215236,6447_1
0.04142331142528574,IMG_9649
0.036498179604224336,IMG_0310
0.03625548447069341,IMG_0506
0.04600188633066317,IMG_1137
0.044581793480338014,IMG_9835
0.035569485538228765,IMG_0461
0.07136210694278099,8740_2
0.039199166368229545,8853
0.04861118340880148,IMG_9864
0.04356362535878702,IMG_1068
0.04858951521541112,IMG_0647
0.05027147917745708,6447_3
0.044096201685525235,IMG_1176
0.04004829730675985,6416_3_{X-18}
0.03555812890146852,7255
0.044286284239292185,IMG_1058
0.03594903943568103,IMG_0468
0.04598494000441928,IMG_0223
0.03724465411887902,IMG_0505
0.046678026958853536,IMG_9606
0.07186185022190954,8738_3
0.036449649629068145,IMG_0572
0.04554884832390154,IMG_1155
0.03923499656338847,8843
0.05222507254413297,IMG_9954
0.0738263630671744,8765_1
0.04608194773162109,IMG_0671
0.07563585629781981,8733_4
0.04520013782938983,IMG_0949
0.03900132665627256,8803
0.03576197422930843,IMG_0308
0.03701343125034849,6446
0.044342554901258,IMG_9839
0.07218046076686284,8728_4
0.0462860373593661,IMG_0043
0.07301286918390848,8728_6
0.03634546418870833,IMG_0407
0.04804863318243166,IMG_0957
0.0495767749194326,IMG_9955
0.05301948582195654,7252_3
0.04459032337541779,IMG_0216
0.04465810938304869,IMG_1046
0.05093298669748845,6444_1
0.0711977144708676,8741_2
0.04471057763400905,IMG_1044
0.03926734024595635,8732
0.05164292069776186,7258_1
0.0403234569223099,6673_3_{X-18}
0.04554408823910307,IMG_0669
0.038927781140310355,8849
0.03652703263441462,IMG_0441
0.039035103064808827,8826
0.07249987390101978,8731_1
0.039269768364862345,8788
0.045982373797854845,IMG_9677
0.04448267045951457,IMG_1071
0.049278717545700325,IMG_0750
0.051666947030219124,IMG_9967
0.050691638866223916,6449_3
0.0402402956756914,6838_4_{X-18}
0.046557976016613475,IMG_0785
0.0460530871790252,IMG_0887
0.04309926798086114,IMG_9600
0.038847232293959845,8844
0.03610767041047834,IMG_0364
0.07208195894359284,8731_4
0.036572213126417355,IMG_0540
0.04485234727532625,IMG_1175
0.047142850451092996,IMG_0717
0.04077779343849185,6418_2_{X-18}
0.04501744099066708,IMG_1156
0.045828979726256026,IMG_0728
0.07276085601701446,8755_1
0.05372778292977544,IMG_0083
0.03715238556654208,6839_4_{X-18}
0.07291991277328227,8745_2
0.044214054682911445,IMG_9597
0.039282954289057245,1988
0.039060522367609096,IMG_0591
0.0739459052929981,8736_1
0.051327632035036735,7257_3
0.049822508355196936,6445_4
0.045691096693119,IMG_1129
0.03659126170841207,6418_{X-18}
0.0491061203795956,IMG_0133
0.048445440864920405,IMG_9714
0.07293970915462551,8766_3
0.04902495273459664,IMG_0665
0.04667213316605916,IMG_9940
0.03969267270950323,6671_4_{X-18}
0.04533043220800212,IMG_0092
0.03710450941992598,IMG_0381
0.03899448591964673,8736
0.044972591006997506,IMG_1151
0.0352379814165807,IMG_0369
0.03615963585710327,IMG_0605
0.04701554940624136,IMG_0904
0.05053645341773987,6447_2
0.07349097111105951,8730_2
0.05169046317148222,6445_3
0.07463539628252214,8746_1
0.052023549103637816,6450_3
0.03951040357590634,6836_2_{X-18}
0.03902258963310405,8840_2
0.05365523377333767,IMG_0208
0.052287390514294596,IMG_9882
0.035792587965599115,IMG_0464
0.07441173702762592,8735_2
0.05077462662393822,6441_2
0.07277560483648429,8749_1
0.03592585313699137,IMG_0370
0.04361920355868074,IMG_1014
0.049454787692283654,IMG_0771
0.07226114915092732,8728_1
0.0717791469542434,8749_2
0.046320627009587965,IMG_9968
0.07092531461685936,8761_1
0.04647402173382643,IMG_0219
0.07055598564350728,8738_4
0.05177079242879543,7256_2
0.04118334082800628,6420_4_{X-18}
0.044497244646313855,IMG_1122
0.0366477719166169,IMG_0385
0.04385556349808282,IMG_9596
0.03989447099793569,6680_2_{X-18}
0.04760166670832037,6416_1_{X-18}
0.07117880294771255,8740_3
0.04586657047315054,IMG_9734
0.03593974531521785,IMG_0477
0.04571944882793504,IMG_0956
0.03567317029980718,IMG_0578
0.05144854292835378,IMG_9772
0.03693466352147579,6832_2_{X-18}
0.05391664942623397,IMG_0046
0.04780643575733511,IMG_0791
0.047732287328242605,IMG_9823
0.03817071418158708,6678_3_{X-18}
0.04381930744057763,IMG_9903
0.03627981662119431,IMG_0480
0.07173981340231006,8750_2
0.03907005002411574,8796
0.047675673269173435,IMG_0759
0.04781351099430373,IMG_0790
0.058485901847748344,IMG_0723
0.07247549244303055,8753_2
0.04433391861107624,IMG_0030
0.04389238440437289,IMG_0916
0.03903007804146432,8749
0.03907766150868321,8753
0.03604243358480786,IMG_0421
0.05057844579686687,IMG_0909
0.05027044178736672,6443_4
0.047482552281514136,IMG_9887
0.046890521809694385,IMG_9781
0.04458194852564955,IMG_1031
0.03605752783683505,IMG_0616
0.035702033377023414,IMG_0344
0.04492268543716177,IMG_0799
0.0463459506465483,IMG_9637
0.05196964767697128,IMG_0021
0.05186069805360487,7255_2
0.0368915283292344,IMG_0528
