;Precision;Recall;Fscore;Accuracy
0;0.0;0.0;0.0;99.21485053168404
1;0.0;0.0;0.0;99.21485053168404
2;0.0;0.0;0.0;99.21485053168404
3;64.66361854996734;21.377672209026127;32.13242453748782;99.29097493489584
4;69.73103171417102;37.50809760310948;48.77843302443134;99.38151041666666
5;63.996010638297875;41.56769596199525;50.399266919753885;99.35760498046875
6;64.16184971098265;52.73159144893111;57.887874837027375;99.39761691623264
7;60.430973241771255;55.10688836104512;57.646261576688495;99.36421712239584
8;67.53082516598167;46.12394731159577;54.81139337952272;99.40287272135416
9;66.14056720098644;57.91405743899806;61.75454754777804;99.43678114149306
10;66.79151061173533;57.762902180954434;61.94997684113015;99.44288465711806
11;74.30875576036865;55.71150939321961;63.680118474639016;99.50103759765625
12;72.48384118190212;50.85294752753185;59.771573604060926;99.46255154079861
13;67.26778656126481;58.79939537896782;62.74916465030533;99.45187038845486
14;71.63370360335952;57.093500323904124;63.54241768805575;99.48560926649306
15;68.90735761427523;60.8723817749946;64.64113735381792;99.47713216145834
16;74.85567671584349;50.399481753401;60.2400309717383;99.47764078776041
17;73.35190343546888;51.176851651911036;60.29000254388197;99.47068956163194
18;73.24780976220275;50.55063701144461;59.818576721604714;99.46679009331596
19;70.82675092153765;58.08680630533362;63.82726302052437;99.48306613498264
20;73.77490576198169;59.1664867199309;65.66806470940682;99.51426188151041
21;76.89506785832506;50.1619520621896;60.716152639832735;99.4903564453125
22;71.13650030066145;51.090477218743246;59.4696493653387;99.45322672526041
23;74.68085106382979;53.055495573310296;62.037621512435294;99.49018690321181
24;77.95555555555555;56.812783416108836;65.72570572070948;99.53477647569444
25;78.58880778588808;55.797883826387384;65.26076524813739;99.53358968098959
26;79.40573770491804;50.20513927877348;61.516073554703;99.50680202907986
27;81.787291879035;51.975815158713026;63.55954581462899;99.53206380208334
28;72.9429581019687;62.40552796372274;67.26405213545908;99.52307807074654
29;78.52921864740644;51.65191103433384;62.316008857626684;99.50951470269096
30;79.78436657681941;57.525372489743035;66.85069008782936;99.55206976996529
31;77.90107799619531;53.055495573310296;63.121387283237;99.51324462890625
32;78.26086956521739;50.52904340315266;61.40926387613174;99.50137668185764
33;75.80692061645827;56.294536817102134;64.60966542750928;99.51578776041666
34;75.74455019957016;53.27143165622975;62.550709939148064;99.49917263454861
35;73.501303214596;54.80457784495789;62.7906976744186;99.49001736111111
36;75.78372159907967;56.89915784927662;64.997533300444;99.51883951822916
37;73.74819102749638;55.020513927877346;63.022508038585215;99.49306911892361
38;78.2432010003126;54.0488015547398;63.933588761174974;99.52121310763889
39;79.79147500766636;56.18656877564241;65.94019260010135;99.54427083333334
40;80.16776512881965;57.78449578924638;67.16024595306814;99.55630832248264
41;80.30716723549489;50.80976031094796;62.240444385663274;99.51595730251736
42;77.78131973222825;52.68840423234723;62.821833161688986;99.51036241319444
43;80.59462915601023;54.43748650399481;64.98260085062509;99.53935411241319
44;78.33753148614609;60.44050960915569;68.23500731350562;99.55817328559029
45;75.2283718430951;60.46210321744764;67.04178139590566;99.53325059678819
46;69.64783379782114;59.360829194558406;64.09419445092097;99.47781032986111
47;75.30280649926144;55.0421075361693;63.59780439121756;99.50527615017361
48;74.57721097865262;58.08680630533362;65.30711337703326;99.51544867621529
49;78.03433984606276;56.920751457568564;65.82594581096266;99.53596327039931
50;78.95408163265306;53.46577413085727;63.75692030384962;99.52273898654514
51;76.89827030196423;56.64003454977327;65.23252922158666;99.52596028645834
52;72.93478260869564;57.95724465558195;64.5890987847431;99.50103759765625
53;75.86856988957716;60.82919455841071;67.52157238734421;99.54054090711806
54;76.90537819959735;57.74130857266249;65.9595461272817;99.53206380208334
55;72.63294422827497;60.46210321744764;65.99104407259014;99.51070149739584
56;77.44338498212157;56.121787950766574;65.08075622887192;99.52714708116319
57;76.66274278987639;56.25134960051824;64.88977456719391;99.52206081814236
58;73.05641313499859;56.20816238393436;63.53429338540395;99.493408203125
59;75.89773053720195;57.050313107320235;65.13806706114399;99.52053493923611
60;77.20295622512792;58.648240120924214;66.65848570376734;99.53935411241319
61;74.9727668845316;59.447203627726196;66.313380705769;99.52579074435764
62;75.97645799892992;61.325847549125456;67.86951846098697;99.54410129123264
63;75.75849514563106;53.919239904988125;62.99987384887095;99.50273301866319
64;76.47058823529412;57.54696609803498;65.67274519467718;99.52765570746529
65;76.43951399894348;62.49190239689052;68.76559344184389;99.55427381727431
66;72.9135432283858;63.01014899589722;67.60106567821151;99.52579074435764
67;76.8726079825041;60.721226516950985;67.84895644830499;99.54817030164931
68;73.36901121304791;62.16799827251134;67.30566919929866;99.52579074435764
69;76.04840979453982;58.34592960483697;66.03128054740958;99.52867296006944
70;76.01872246696036;59.61995249406176;66.8280285610553;99.53528510199654
71;72.7131381186836;60.59166486719931;66.10129564193169;99.51205783420139
72;73.64004629629629;54.95573310300151;62.94052182515147;99.49188232421875
73;72.66795553407444;64.93198013388037;68.5825065571901;99.53291151258681
74;73.81254762509525;62.75102569639387;67.83380018674137;99.53274197048611
75;73.87744976432647;64.30576549341394;68.76010159316554;99.54121907552084
76;73.9407298554984;65.19110343338372;69.29079641955474;99.54630533854166
77;74.0599593495935;62.94536817102138;68.0518267771682;99.53596327039931
78;76.98839513161619;58.73461455409199;66.63400293973542;99.53816731770834
79;76.8017405493609;60.98034981645433;67.9826673086182;99.54901801215279
80;77.18641347953998;62.31915353055496;68.9605734767025;99.55952962239584
81;76.5327150953117;64.15461023537034;69.7991307412193;99.56410725911459
82;76.20403935784567;63.54998920319586;69.30413281525962;99.55800374348959
83;73.94675626776946;61.77931332325631;67.31764705882354;99.52901204427084
84;69.66347334807172;61.23947311595768;65.18041829464491;99.48628743489584
85;71.58751696065129;56.963938674152445;63.44396344396343;99.48459201388889
86;73.53900175570604;63.31245951198446;68.04362961243908;99.5330810546875
87;76.2532981530343;62.40552796372274;68.63792898705616;99.55223931206596
88;73.91642875681286;61.49859641546102;67.13814238566714;99.52731662326389
89;73.85260949383688;60.80760095011877;66.69824727617242;99.52324761284721
90;76.95573074590662;54.80457784495789;64.01816118047672;99.51629638671875
91;79.9143891998683;52.40768732455193;63.302034428795;99.52290852864584
92;75.73924731182797;48.67199309004535;59.26120678322599;99.47458902994791
93;77.96551724137932;48.82314834808897;60.045146726862306;99.48984781901041
94;78.18118948824343;48.82314834808897;60.10899906952014;99.49120415581596
95;81.15412710007305;47.980997624703086;60.30669018862804;99.50408935546875
96;80.13136288998358;52.68840423234723;63.574778530484636;99.52596028645834
97;78.1094527363184;54.24314402936731;64.02446794953485;99.52138264973959
98;76.98387606702498;52.58043619088749;62.483962022068255;99.50425889756944
99;75.43010752688171;60.59166486719931;67.20153275056879;99.53562418619791
100;73.60509554140128;62.383934355430796;67.53155680224403;99.52901204427084
101;77.36648770839221;59.123299503347006;67.02570379436965;99.54325358072916
102;75.3913759956056;59.27445476139063;66.36847195357834;99.52833387586806
103;74.6188594014681;57.07190671561217;64.67637342469106;99.51053195529514
104;75.27102256079695;55.4739797020082;63.873694679264034;99.50731065538194
105;71.7793183131138;53.660116605484774;61.41109600889657;99.47052001953125
106;80.43004051106264;55.73310300151155;65.84183673469389;99.54596625434029
107;77.85025524673851;59.27445476139063;67.30415593968371;99.54783121744791
108;75.58109166884304;62.49190239689052;68.41607565011819;99.54698350694444
109;74.24507112553033;64.24098466853812;68.88168557536467;99.54427083333334
110;75.46789519147711;56.59684733318937;64.68410661401776;99.5147705078125
111;74.23331328923632;53.31461887281365;62.058564785723256;99.48815239800346
112;73.982398239824;58.08680630533362;65.0780210475384;99.51053195529514
113;72.58426966292136;55.797883826387384;63.09363936027347;99.48747422960069
114;77.0851124395104;58.47549125458864;66.50294695481335;99.53748914930556
115;76.65495811942719;61.26106672424962;68.09889582333173;99.54935709635416
116;78.40073529411765;55.258043619088745;64.82583913869539;99.52918158637154
117;77.2599663110612;59.42561001943425;67.17929940192847;99.54410129123264
118;81.92660550458716;57.849276614122225;67.8142007340843;99.56885443793404
119;76.66139240506328;62.77261930468582;69.02528790217262;99.55766465928819
120;77.52328215454317;66.5083135391924;71.59460715946074;99.58563910590279
121;76.54159013382315;62.988555387605274;69.10684671878701;99.55783420138889
122;77.27147196906931;60.418916000863746;67.81386330586524;99.54969618055556
123;70.9246392303581;57.30943640682358;63.39424340140929;99.48035346137154
124;72.19884271436086;59.27445476139063;65.10138740661687;99.50103759765625
125;71.54088050314465;58.950550637011446;64.63833313602461;99.49357774522569
126;71.44879660217084;65.38544590801123;68.28278272635022;99.52307807074654
127;70.71977638015375;65.55819477434679;68.04123711340206;99.51646592881944
128;68.647256882551;74.84344633988339;71.61157024793387;99.53409830729166
129;72.9989604989605;60.656445692075145;66.25781342139403;99.51494004991319
130;72.44224422442245;56.87756424098467;63.72323696625136;99.49154324001736
131;75.57628979143797;59.46879723601813;66.56193353474319;99.53087700737846
132;73.88874777749555;62.8158065212697;67.90382819794584;99.53375922309029
133;74.07030056036679;62.794212912977756;67.96774570527053;99.53528510199654
134;74.85290355589665;63.18289786223278;68.52459016393443;99.54427083333334
135;70.30456852791879;59.81429496868926;64.63656516159142;99.48611789279514
136;70.99556431739774;62.211185489095236;66.31373000345265;99.50375027126736
137;74.22924901185772;60.82919455841071;66.86446712556375;99.52663845486111
138;73.40451949341941;63.830706110991144;68.28366828366828;99.53443739149306
139;73.73488027647494;64.50010796804146;68.80903017737849;99.54087999131944
140;75.86842105263158;62.25437270567912;68.39046376467797;99.54817030164931
141;75.22715125601283;60.78600734182682;67.23993789561686;99.53494601779514
142;74.69910371318822;62.988555387605274;68.34582942830366;99.54189724392361
143;74.49362340585147;64.3273591017059;69.03823870220162;99.54698350694444
144;73.77988047808765;63.98186136903477;68.53243899618364;99.53867594401041
145;72.0303867403315;67.56640034549774;69.72701949860723;99.53935411241319
146;72.79111916628908;69.38026344202116;71.04477611940298;99.55596923828125
147;70.40203327171903;65.7957244655582;68.02098448487554;99.51426188151041
148;70.82844402722365;65.16950982509178;67.88124156545209;99.51578776041666
149;70.21475256769374;64.95357374217232;67.4817722938867;99.50849745008681
150;75.678391959799;65.0399481753401;69.95703170363488;99.56139458550346
151;76.53556034482759;61.34744115741741;68.10499820208558;99.54884847005209
152;76.11348383160464;53.87605268840423;63.092679226198;99.50510660807291
153;75.28735632183908;50.917728352407686;60.749710163596546;99.48340521918404
154;74.36541143654114;57.56855970632693;64.89776046738072;99.51104058159721
155;76.79324894514767;55.020513927877346;64.1086929173481;99.51629638671875
156;80.75757575757576;57.54696609803498;67.204640020174;99.55902099609375
157;78.32076090521483;51.56553660116605;62.18750000000001;99.50764973958334
158;77.81073865321862;56.64003454977327;65.55861034741314;99.53274197048611
159;77.02265372168284;61.67134528179658;68.49742175320782;99.55461290147569
160;70.67319461444308;62.34074713884689;66.24598439651216;99.50120713975694
161;72.1351025331725;64.5648887929173;68.14038286235188;99.52596028645834
162;72.80446385249878;64.8024184841287;68.57077573403404;99.53358968098959
163;73.7700739230181;62.49190239689052;67.66425064297404;99.53104654947916
164;76.5473216763808;59.555171669185924;66.9905270828273;99.5391845703125
165;77.65987154426138;60.05182465990067;67.73015099853872;99.55071343315971
166;77.56849315068493;58.691427337508095;66.82237246465887;99.54240587022569
167;78.72874268190688;60.98034981645433;68.72718422973959;99.56427680121529
168;77.3224043715847;61.109911466206;68.26679532022675;99.55393473307291
169;73.09019221291277;64.04664219391061;68.27022672344343;99.53257242838541
170;71.82549354131123;63.63636363636363;67.4833982138768;99.51850043402779
171;73.6568907344926;61.282660332541575;66.9024045261669;99.52392578125
172;75.59760956175299;65.55819477434679;70.22088585636637;99.56342909071181
173;76.81081081081082;61.36903476570935;68.22710358900493;99.55122205946181
174;78.01397786837508;57.849276614122225;66.43521388716678;99.54104953342014
175;73.96361467342678;53.552148564025046;62.12424849699399;99.4873046875
176;75.7879234167894;55.56035413517599;64.11662098180912;99.51171875
177;74.48591012947449;63.355646728568345;68.47141190198366;99.54189724392361
178;74.80774330416335;60.915568991578496;67.15067840990243;99.53206380208334
179;74.63182897862232;67.84711725329302;71.07793236059268;99.56648084852431
180;73.61288672973664;62.16799827251134;67.40810114727229;99.52799479166666
181;75.6036217303823;64.91038652558842;69.85012199372603;99.56003824869791
182;73.29635499207608;59.92226301014899;65.93798265415232;99.51392279730904
183;76.8632707774799;61.90887497300799;68.58031335964598;99.55461290147569
184;77.85915492957747;59.6847333189376;67.5712015646009;99.55020480685764
185;78.67326156531858;58.38911682142086;67.03024293505206;99.54901801215279
186;78.39578454332553;57.82768300583028;66.5589660743134;99.54376220703125
187;76.55337227827934;62.25437270567912;68.66738120757412;99.55393473307291
188;75.79717720857292;62.621464046642195;68.5822395648575;99.54952663845486
189;72.8470111448835;62.103217447635494;67.04744142673971;99.52070448133681
190;72.06982543640898;62.40552796372274;66.89040620298576;99.51494004991319
191;73.76455368693402;61.563377240336855;67.11393596986817;99.52629937065971
192;75.61179087875416;58.71302094580004;66.09942871034399;99.52714708116319
193;77.20745493431103;54.56704815374649;63.9423076923077;99.51680501302084
194;77.76431384428962;55.43079248542432;64.72516389309129;99.52562120225694
195;77.53491196114147;55.15007557762902;64.45425867507886;99.52239990234375
196;76.57352526107817;58.58345929604837;66.38120871054564;99.53409830729166
197;74.80190174326465;61.153098682789896;67.2923844600214;99.53325059678819
198;73.27987584066219;61.17469229108185;66.68235847946333;99.52002631293404
199;74.69879518072288;60.246167134528186;66.69854171647142;99.52765570746529
