ratio,name
0.08677976382941174,Spike_450
0.0869741442728782,Spike_196
0.08582542641554068,Spike_62
0.07567361456016725,Spike_793
0.08773976123341409,Spike_378
0.0772685907448818,Spike_580
0.07650270859020365,Spike_705
0.08712674440342093,Spike_188
0.08635057994442924,Spike_453
0.08572613362845502,Spike_80
0.0860517518375284,Spike_84
0.08561583526748458,Spike_12
0.08685700597117588,Spike_461
0.07640337094652684,Spike_754
0.08674176716276026,Spike_437
0.07533799333288702,Spike_828
0.07648772940888833,Spike_531
0.08655872306912551,Spike_430
0.07725211524281793,Spike_569
0.08686751804992271,Spike_432
0.07760370352449439,Spike_621
0.0766847588973033,Spike_728
0.08665102507086943,Spike_445
0.08562434689328043,Spike_18
0.0864677523360024,Spike_136
0.08698263568424716,Spike_114
0.08549429580218985,Spike_90
0.08595153349055479,Spike_36
0.07602074334621503,Spike_817
0.07595644295167808,Spike_790
0.08752564254459765,Spike_242
0.08642009208101001,Spike_440
0.08657565535106143,Spike_190
0.07659738835481693,Spike_530
0.08600913593969173,Spike_48
0.08563881332673477,Spike_32
0.07546899110493595,Spike_813
0.0877278956033256,Spike_240
0.08626784509208163,Spike_71
0.08690974814616262,Spike_212
0.07605147958993991,Spike_532
0.08674200508175252,Spike_130
0.07553187195320937,Spike_788
0.08263651282129675,Spike_521
0.08538838364179023,Spike_46
0.08569918445136557,Spike_22
0.08778584155561235,Spike_425
0.08604566660892042,Spike_58
0.08665752431819378,Spike_441
0.0860630895991701,Spike_38
0.07725329171490532,Spike_575
0.08779220486271216,Spike_385
0.08760494440623767,Spike_194
0.08791594730687328,Spike_407
0.07716309480467583,Spike_644
0.08721091363144994,Spike_410
0.08774463689172024,Spike_380
0.07740158673660295,Spike_622
0.07818799107236435,Spike_765
0.08603159655928108,Spike_6
0.0874262814884694,Spike_232
0.07561769187003148,Spike_814
0.08636363298118621,Spike_436
0.08617932731167002,Spike_128
0.08722692515339485,Spike_214
0.08664566547817583,Spike_76
0.08704998332519522,Spike_208
0.08649175357215559,Spike_438
0.07649285201672518,Spike_712
0.08576235072253537,Spike_104
0.0859989787525161,Spike_8
0.08585793935826366,Spike_16
0.08618810148063646,Spike_431
0.08685929919014024,Spike_427
0.08629336673134064,Spike_446
0.08704430894878164,Spike_220
0.08633171515265975,Spike_134
0.08608931371717016,Spike_370
0.07754353120060092,Spike_616
0.08746689271172434,Spike_477
0.08782453604207335,Spike_404
0.08573509170800427,Spike_30
0.08734445112921084,Spike_200
0.08763731442640413,Spike_506
0.08604195107363188,Spike_66
0.08705440818525517,Spike_346
0.08651856048700862,Spike_72
0.08784385306253503,Spike_418
0.08584732823827738,Spike_92
0.08654997703941292,Spike_444
0.07866629343535982,Spike_782
0.08604794261199876,Spike_64
0.0855355574753544,Spike_52
0.0872205388367536,Spike_341
0.08617148883176398,Spike_2
0.0768086452451265,Spike_725
0.08781288282935225,Spike_392
0.07665847036665945,Spike_529
0.08627383713049715,Spike_116
0.08640992973824677,Spike_118
0.07708199345728634,Spike_625
0.07794507891116843,Spike_672
0.08576304057949793,Spike_50
0.08755219935420788,Spike_498
0.08706220142712971,Spike_204
0.08576506425596166,Spike_100
0.08776459123399069,Spike_512
0.08800053873227286,Spike_463
0.08689242779365859,Spike_198
0.07705175887626624,Spike_716
0.08574768370485174,Spike_20
0.07800380385304079,Spike_764
0.08798538860809947,Spike_400
0.08631351906436079,Spike_70
0.08728708336428238,Spike_182
0.08635790394127556,Spike_14
0.08612408365437309,Spike_86
0.08769581850993774,Spike_239
0.0759074795429174,Spike_791
0.08613218872712605,Spike_108
0.08776809080532837,Spike_236
0.08705113757146536,Spike_342
0.0871924460326897,Spike_206
0.08755831622389836,Spike_238
0.07589300656603473,Spike_831
0.08677495196738702,Spike_439
0.08493716858907048,Spike_39
0.07635801766970207,Spike_547
0.07737921540748723,Spike_612
0.08762951291343644,Spike_497
0.08730532007052481,Spike_435
0.0757144355471919,Spike_818
0.0860480819649934,Spike_106
0.0860120121441253,Spike_122
0.0874262814884694,Spike_222
0.08677609530764172,Spike_428
0.0859867856062553,Spike_56
0.07764844694411142,Spike_656
0.08731303530874007,Spike_397
0.08761014080994194,Spike_215
0.08623860501295208,Spike_132
0.08739521532016199,Spike_466
0.08594028603119412,Spike_110
0.07624052778378851,Spike_535
0.08663210493399633,Spike_462
0.086031039471672,Spike_26
0.08779333955119832,Spike_515
0.08756482598123362,Spike_406
0.08784133272829693,Spike_405
0.08676937883075253,Spike_459
0.07720231577369212,Spike_600
0.08750370128994513,Spike_234
0.08718287843708973,Spike_218
0.07756240506217894,Spike_572
0.08784983354709229,Spike_514
0.07567816452058693,Spike_830
0.08769812963904404,Spike_389
0.08608954630769845,Spike_54
0.07886977885103374,Spike_780
0.08516723877601678,Spike_34
0.08770993399881363,Spike_230
0.08042060984593193,Spike_775
0.07694880824146134,Spike_724
0.08724599568690568,Spike_454
0.0872911565306955,Spike_184
0.0860516589235697,Spike_433
0.08763731442640413,Spike_507
0.0881461795068526,Spike_510
0.08755386301583604,Spike_511
0.07618501613476962,Spike_755
0.08753111821403929,Spike_226
0.07723185474563617,Spike_611
0.08590435154240741,Spike_74
0.08679124883384451,Spike_434
0.07766206948176273,Spike_673
0.08739117623064928,Spike_467
0.08632491372147097,Spike_10
0.08634292929708863,Spike_78
0.07661312055377904,Spike_533
0.08754667080715083,Spike_210
0.07576648231704847,Spike_807
0.08613517047898635,Spike_94
0.08628488822539376,Spike_126
0.08639149612128787,Spike_68
0.08662385792716758,Spike_372
0.0760731359155452,Spike_816
0.08738407268494777,Spike_202
0.08598103854521677,Spike_42
0.08726013725165162,Spike_224
0.0864983585963351,Spike_124
0.08618810148063646,Spike_60
0.08797099082654582,Spike_401
0.07560820489987505,Spike_805
0.08799944567452905,Spike_408
0.08764727787765413,Spike_483
0.0869578400613519,Spike_216
0.07944557003251135,Spike_783
0.07730655812270604,Spike_624
0.07763336467917849,Spike_579
0.07741237380863777,Spike_645
0.08469951518626571,Spike_28
0.08559328715751024,Spike_102
0.08607894209623213,Spike_112
0.08629561559422884,Spike_442
0.08742974074419459,Spike_416
0.08799129870921284,Spike_379
0.08571543355304885,Spike_44
0.08722378020095432,Spike_451
0.08566570557270975,Spike_88
0.08727215329754527,Spike_186
0.0873776031542454,Spike_192
0.08689706786693359,Spike_426
0.07629211374160022,Spike_541
0.07747851350923105,Spike_619
0.07673352994171703,Spike_707
0.08559863671938794,Spike_24
0.0861186815435159,Spike_443
