H1S1V1,H1S2V1,H1S3V1,H2S1V1,H2S2V1,H2S3V1,H3S1V1,H3S2V1,H3S3V1,H1S1V2,H1S2V2,H1S3V2,H2S1V2,H2S2V2,H2S3V2,H3S1V2,H3S2V2,H3S3V2,H1S1V3,H1S2V3,H1S3V3,H2S1V3,H2S2V3,H2S3V3,H3S1V3,H3S2V3,H3S3V3,name
862090,29381,465182,282,640,1,10451,20472,14,1274171,174326,109801,3,1015,17865,17423,1161,17811,1757,180084,172475,0,0,0,0,7,18564,Spike_2
817,2675,563044,100,769,16,98,23003,15,1403741,61522,172321,89,23683,478,23467,4428,18199,599843,194695,257828,0,0,0,0,0,24145,Spike_725
289718,5989,449255,133,639,4,6751,4127,9,1924955,53942,98254,537,927,17124,18463,16528,17184,5321,295131,152335,1,0,0,0,1,17648,Spike_392
4364,4225,586281,135,938,94,208,27230,56,1523929,132663,175638,32,20377,3612,22639,980,14705,311563,269817,251416,0,0,0,0,0,24074,Spike_529
443242,8081,456263,353,614,6,5236,3794,1,1828761,73054,111617,321,1056,17623,18208,17575,17506,27849,168263,157287,0,0,0,0,2,18264,Spike_116
641672,10643,469555,678,737,15,14638,20022,25,1610342,105291,105016,257,842,17696,13041,6053,16985,4073,166842,152334,0,0,0,0,0,18219,Spike_118
14904,9994,592794,195,1268,91,444,27633,85,1819330,224334,148602,12,16600,7098,16138,6972,8793,107042,154964,193900,0,0,0,0,0,23783,Spike_625
11540,11861,590874,149,1306,99,412,27372,85,1557006,317091,159837,7,15991,7646,15755,7421,7393,127405,190678,301315,0,0,0,0,0,23733,Spike_672
378141,6069,450244,493,486,1,6951,3040,2,1931678,57164,111889,124,1126,17847,19695,17583,17882,13846,175586,146555,2,0,0,0,22,18550,Spike_50
10336,25598,346141,111,251,0,14,6505,19,1273687,959256,184691,102,19992,5,19221,15498,15095,198,306817,171795,0,0,0,0,0,19644,Spike_498
661482,9460,454090,1020,763,19,9282,16019,9,1494503,56612,96995,582,871,17098,12766,9843,16836,13447,323340,162334,5,0,0,0,0,17600,Spike_204
882568,65306,473420,655,852,83,8298,20429,54,1084826,231263,134599,7,583,17746,4816,12919,15357,455,177040,225708,0,0,0,0,0,17992,Spike_100
192606,10921,438555,145,707,6,712,21943,9,1907982,127198,107200,5,1914,18002,18289,1038,17912,170,317627,172447,0,0,0,0,0,19588,Spike_512
132668,53253,447441,148,789,0,455,22021,13,1376054,545979,148662,4,7556,12194,17965,1190,15456,46,344907,228750,0,0,0,0,0,19425,Spike_463
930531,52014,456446,2064,907,75,20315,19881,65,970999,141913,138926,425,509,17233,2194,15087,16459,526,318213,252715,0,0,0,0,0,17479,Spike_198
2243,4047,583820,133,912,79,273,27077,36,1528712,191116,166524,38,20255,3726,21611,1969,12152,247573,267849,270879,0,0,0,0,0,23952,Spike_716
782475,11315,472553,515,778,6,13064,20253,7,1449688,105139,100750,3,910,17935,15033,3953,17534,10832,171717,162014,3,0,0,0,2,18497,Spike_20
11983,6364,551198,176,881,35,248,26895,45,1785172,94757,178479,55,22103,1908,23037,691,17270,262997,157656,209018,0,0,0,0,0,24008,Spike_764
493156,29321,459583,145,737,40,4078,19892,23,1355781,253274,140051,63,647,17216,10540,6807,16960,502,326346,222274,0,0,0,0,0,17540,Spike_400
796641,13978,472334,832,661,31,6410,20199,16,1378044,137120,106010,22,800,17754,14098,4379,17638,1128,199226,169429,0,0,0,0,0,18226,Spike_70
331196,124656,447698,111,515,1,413,19511,5,1196211,548397,109320,9,5342,12458,17020,436,16306,134,337894,189794,0,0,0,0,0,17549,Spike_182
991123,46813,482346,333,758,32,17915,20582,37,869792,287184,139084,0,734,17975,10764,7262,15883,546,216067,231406,0,0,0,0,0,18340,Spike_14
971307,54107,472818,525,892,40,8621,20524,31,1050747,220004,122239,10,663,17690,4244,13531,16071,397,198493,183964,0,0,0,0,0,18058,Spike_86
661528,6816,455642,1221,667,17,21826,18119,21,1467402,53974,98766,464,706,17242,12582,7627,17086,2111,342264,171258,0,0,0,0,0,17637,Spike_239
4291,4334,592590,154,854,55,183,27028,29,1781438,102864,170945,58,22572,1393,22764,856,14812,254349,144931,204543,0,0,0,0,0,23933,Spike_791
869733,20817,472397,435,831,56,6920,20292,40,1320174,122524,96622,153,704,17728,8745,9281,16682,1503,193929,177298,0,0,0,0,0,18112,Spike_108
408920,4948,437408,811,512,0,10738,2866,8,1710709,41486,114067,295,1031,17059,20824,17082,17192,9599,370044,171656,0,0,0,0,5,17716,Spike_236
782374,24602,459999,1019,752,29,15374,19749,60,1215403,175549,114084,106,630,17197,8491,8806,16507,1193,322319,173205,0,0,0,0,0,17528,Spike_342
600682,8345,454202,1491,668,12,22785,15407,22,1532752,54414,98593,875,845,17136,12918,11098,16973,16184,330014,161923,11,1,0,0,1,17624,Spike_206
412177,5397,436871,358,515,1,6136,3328,0,1725849,60590,111769,9,1119,16942,17604,16561,17093,3114,359137,162728,0,0,0,0,1,17677,Spike_238
590,3005,551853,136,691,20,80,5558,21,1446199,41393,179050,103,23940,278,23664,21745,18769,627780,175041,230914,0,0,0,0,0,24146,Spike_831
78409,66992,452161,89,595,0,183,21813,9,1285677,745188,129793,15,16416,3467,18908,484,16632,67,341324,177205,0,0,0,0,0,19549,Spike_439
319236,5672,447997,1213,512,0,14755,2905,2,2025611,52644,109825,472,1124,17878,21396,17771,17977,18838,147465,133063,0,0,0,0,24,18596,Spike_39
2758,4740,602659,127,938,76,156,27160,57,1520675,194651,168544,34,20934,3054,21803,1796,13582,302597,237488,227172,0,0,0,0,0,23975,Spike_547
12257,8240,600426,165,1120,133,414,27355,73,1819873,173824,150833,9,15800,7950,17355,5867,7341,118175,141371,242603,0,0,0,0,0,23792,Spike_612
13133,33874,377240,133,285,0,13,12479,16,1350296,862469,152073,65,19997,16,19106,9681,16023,197,317389,170856,0,0,0,0,0,19635,Spike_497
172025,4973,452162,148,645,1,916,10900,20,1889716,90596,124277,7,1960,18029,18973,11455,18708,668,358658,180548,0,0,0,0,0,19591,Spike_435
6777,4650,597106,169,889,66,217,27070,62,1648303,145900,167366,34,21587,2430,22757,885,17221,201957,251600,233916,0,0,0,0,0,24014,Spike_818
928633,20442,472481,1713,833,42,18355,20311,56,1246256,104844,101396,71,695,17713,7649,10361,16481,1222,186192,201121,0,0,0,0,0,18109,Spike_106
557512,10937,466879,594,763,9,8201,14780,20,1671142,81900,107459,261,904,17664,15689,8877,17402,8705,186961,180105,1,0,0,0,1,18210,Spike_122
541291,11187,451028,240,572,1,10326,19255,3,1521342,134323,99800,4,1148,16836,14723,3635,16782,3743,327354,183792,0,0,0,0,0,17591,Spike_222
99961,122318,463657,213,554,0,259,21916,20,1075647,840841,133948,10,15522,4330,16368,2872,14654,50,331725,210650,0,0,0,0,0,19461,Spike_428
523379,10685,465479,173,599,3,7818,14069,3,1643108,118505,116225,6,1082,17743,18287,6853,17854,1123,213820,179642,0,0,0,0,0,18520,Spike_56
9909,8137,592775,158,1215,87,348,27383,94,1735171,194657,162227,5,17658,6072,16319,6974,7803,162086,147030,255076,0,0,0,0,0,23792,Spike_656
312651,7214,449718,252,608,7,8660,4403,12,1913777,44440,95717,995,853,17154,20992,16820,17294,4933,297850,142922,1,0,0,0,1,17702,Spike_397
696152,9831,455637,659,735,5,9633,19665,24,1466289,66833,102554,142,938,17003,11864,6162,15972,2537,296681,178098,0,0,0,0,0,17562,Spike_215
716832,69634,471406,189,804,16,4009,20528,38,1158095,274736,139930,6,766,17638,9900,7906,15372,429,201666,247012,0,0,0,0,0,18064,Spike_132
108247,113056,451770,120,780,0,376,22113,13,1160575,770133,140788,3,11434,8286,13857,5212,13399,39,327040,208342,0,0,0,0,0,19393,Spike_466
476930,7905,459816,306,587,6,5291,4947,6,1787782,71619,105966,200,1024,17613,18712,16582,17451,21193,179301,163494,0,0,0,0,3,18242,Spike_110
3053,4081,602682,134,962,40,174,27090,56,1478700,167924,167412,75,22279,1598,21489,2137,14739,273828,277781,284805,0,0,0,0,0,23937,Spike_535
7398,64350,422385,120,351,0,33,21453,6,1036837,1099492,150979,74,19939,6,18449,1260,15065,102,316780,180316,0,0,0,0,0,19581,Spike_462
433145,7063,459379,736,682,7,8154,3622,5,1817192,67068,118881,120,939,17935,19225,17279,18012,8680,184218,174059,1,0,0,0,3,18571,Spike_26
44696,19633,415772,141,466,0,179,19995,8,1764820,414301,133228,49,17417,2554,19253,1962,17340,180,319274,164149,0,0,0,0,0,19559,Spike_515
330174,7071,448855,308,645,14,13216,4295,10,1896788,40155,94869,978,856,17137,18978,16862,17281,4472,302085,142238,0,0,0,0,0,17689,Spike_406
250053,5750,442951,246,613,2,9032,3266,9,1984645,40689,99346,877,878,17177,20235,16981,17318,8557,299227,139418,0,0,0,0,3,17703,Spike_405
15049,98893,442088,135,449,0,89,21653,9,955038,1114691,139495,44,19545,346,17060,2388,13613,68,317578,197216,0,0,0,0,0,19529,Spike_459
13237,6544,581104,150,1088,113,315,27488,57,1594251,158159,159834,16,17518,6374,21218,2240,11247,243716,224771,281627,0,0,0,0,0,23909,Spike_600
518932,7560,450255,296,624,3,7571,15830,7,1611528,88169,107147,24,1013,16975,15012,6748,16686,9679,316500,166805,0,0,0,0,0,17612,Spike_234
562798,8432,450654,340,630,1,6550,15006,4,1612205,73661,98474,45,1038,16919,15559,7755,16705,6632,301448,162528,0,0,0,0,0,17592,Spike_218
5774,5751,588830,180,1063,145,391,27218,73,1755906,143572,163616,14,16586,7265,19414,3947,8149,187768,157279,258177,0,0,0,0,0,23858,Spike_572
121600,33834,435844,164,614,1,294,21841,8,1656853,430437,110734,7,10307,9602,18741,596,17566,98,317897,168413,0,0,0,0,0,19525,Spike_514
4688,4309,584570,132,853,37,151,26812,46,1746723,67119,171479,40,22572,1514,23344,733,18309,295378,169719,212423,0,0,0,0,0,24025,Spike_830
423357,7749,456360,208,740,24,6746,18667,12,1754242,63490,94049,845,656,17306,13373,6010,17060,1992,315035,159389,0,0,0,0,0,17666,Spike_389
502476,7058,470794,867,583,15,13066,8838,9,1764987,67934,103190,194,875,18001,18592,12918,17844,3075,178440,166670,2,0,0,0,1,18547,Spike_54
23395,27072,558587,177,1161,118,364,27097,94,1652514,292289,151872,8,17514,6195,17985,5309,8185,89924,167538,303834,0,0,0,0,0,23744,Spike_780
476046,9628,472872,390,644,3,9582,9682,10,1757348,75525,109584,250,866,18003,17762,12202,17928,1896,164196,202021,0,0,0,0,0,18538,Spike_34
710053,7798,455609,980,819,20,19010,19176,15,1436419,54670,94168,617,834,17125,10660,7996,16790,6736,324456,173394,12,0,0,0,1,17618,Spike_230
13751,9671,517822,175,1082,106,272,26765,41,1676003,200292,156685,18,18717,4919,20991,2461,9926,208399,206082,277082,0,0,0,0,0,23716,Spike_775
14208,9605,604036,139,1025,126,367,27167,46,1725994,186162,152814,8,18535,5308,18500,4873,8955,184331,137666,251239,0,0,0,0,0,23872,Spike_724
34416,118252,447238,116,474,0,151,21838,4,1077673,942106,142074,55,18857,1038,17772,1656,15179,65,300584,215883,0,0,0,0,0,19545,Spike_454
404201,5178,434533,496,558,0,12251,3142,9,1748932,60295,119861,6,1182,16799,18177,16763,17140,4631,318558,174569,0,0,0,0,0,17695,Spike_184
156814,112769,467820,176,652,0,473,21911,20,1222566,659257,136803,9,9473,10363,17087,2081,14319,39,324427,198439,0,0,0,0,0,19478,Spike_433
93134,147090,447354,116,781,2,306,21982,21,1137129,790744,137777,6,10388,9327,13767,5292,12472,35,302085,225804,0,0,0,0,0,19364,Spike_507
384979,23548,445368,136,896,29,1069,22021,22,1453660,283288,126125,2,808,18919,11904,7097,16661,55,332752,226225,0,0,0,0,0,19412,Spike_510
224543,40387,450048,112,766,9,606,21983,6,1590741,362059,121341,4,2828,16961,16990,2132,14107,85,300903,188930,0,0,0,0,0,19435,Spike_511
5091,4319,586825,131,851,92,168,26935,42,1528060,175591,174305,40,21866,2131,22965,732,15515,264487,243067,277748,0,0,0,0,0,24015,Spike_755
659486,8893,450758,736,778,5,12725,17796,11,1484241,61797,99368,354,889,17081,12389,8197,16804,9260,318717,177090,0,0,0,0,0,17601,Spike_226
15795,8685,592611,167,1070,137,305,27357,71,1743551,175987,153612,12,16744,7038,18229,5138,10677,191150,157427,225371,0,0,0,0,0,23842,Spike_611
350762,5810,443344,414,496,0,2690,3119,2,1966294,71495,112656,62,1274,17450,19569,17299,17718,13925,175450,136773,0,0,0,0,27,18347,Spike_74
125571,46740,454111,155,487,0,270,21727,4,1402019,597264,126944,20,14547,5390,18997,385,17659,82,346443,176604,0,0,0,0,0,19557,Spike_434
14552,10767,576128,139,1060,67,257,27256,70,1498002,197146,165677,24,19958,3933,19959,3562,10725,297023,226418,278352,0,0,0,0,0,23901,Spike_673
30787,38022,427321,164,490,0,132,21839,7,1402166,707847,143070,16,18327,1619,18920,594,16453,125,345650,181867,0,0,0,0,0,19560,Spike_467
577430,15850,455077,397,599,0,10505,18912,6,1454455,273572,122827,16,1379,17605,18888,2251,17461,19954,186705,162538,0,0,0,0,2,18547,Spike_10
622308,7835,460933,1366,577,3,8333,9112,10,1635459,64598,102174,34,981,17689,18759,11717,17792,4360,186997,185669,0,0,0,0,5,18265,Spike_78
12438,6281,609828,142,997,66,243,27101,56,1527103,199537,160921,24,21198,2679,21013,2512,10685,255594,234975,257679,0,0,0,0,0,23904,Spike_533
911389,16687,457268,975,848,26,14778,19601,30,1218500,82574,95730,367,745,17131,7094,10368,16424,1976,311653,173296,0,0,0,0,0,17516,Spike_210
17715,10903,598181,145,948,52,296,27241,61,1723046,116966,171895,47,20267,3723,22380,1149,15605,178811,173858,267709,0,0,0,0,0,23978,Spike_807
1141406,91823,474745,648,893,112,15763,20650,81,771776,268506,139041,0,514,17706,2632,14373,15599,186,152947,227584,0,0,0,0,0,17991,Spike_94
622598,14484,469780,200,672,21,4276,20033,15,1587465,130111,104703,27,919,17592,12147,6409,17152,3239,184782,160151,0,0,0,0,0,18200,Spike_126
714965,8682,468995,662,664,6,9266,18006,10,1521834,74624,96773,13,879,17673,16266,4708,17695,1527,204623,178835,1,0,0,0,1,18268,Spike_68
248465,5303,439128,136,569,7,5582,3468,3,1974234,53551,106990,203,1022,17051,19220,16785,17258,8905,296800,142561,0,0,0,0,2,17733,Spike_372
10607,5301,596484,158,872,66,209,27011,42,1638056,151758,170110,53,21352,2656,22981,659,15958,235012,221131,230548,0,0,0,0,0,23952,Spike_816
709894,9588,454932,863,711,14,16168,19302,9,1445718,53439,97340,443,815,17133,9925,9036,16730,6536,317070,171690,2,0,0,0,1,17617,Spike_202
